"Name","MonsterId","GroupId","NameSid","NameTitleSid","HideLevel","MonsterResourceID","MonColorGroupID","MonScale","GhostShader","Race","MonGrade","WayPointAuto","Level","MonType","MaxHP","PhysicalAttack","MagicAttack","PhysicalDefense","MagicDefense","Accuracy","Dodge","Critical","AvoidCritical","CriticalOutcome","DefCriticalOutcome","MonAttackDamage","MonDefense","DefSmiteSkillDamage","DarkdefenseDamage","SkillDamage","DefSkillDamage","AtkAllDamage","DefAllDamage","StunPer","DefStunPer","KnockDownPer","DefKnockDownPer","SmiteBuffPer","DefSmiteBuffPer","DeBuffPer","DefDeBuffPer","CursePer","DefCursePer","WalkSpeed","RunSpeed","FastRunSpeed","CombatPower","Exp","NameTagDropItemId","DropType","DropItemId","HpStack","PierceBody","UseAppear","BodyCleartime","FSMIndex","FactionType","ViewRange","ActivityRange","ActivityDelayMinSec","ActivityDelayMaxSec","SearchingType","AiIndex","TargetingType","AttackDelayMin","AttackDelayMax","NormalAttackCntMin","NormalAttackCntMax","MonNormalAttack","MonAttack","AttackRate_0","AttackRate_1","AttackRate_2","AttackRate_3","MonNormalLongAttack","LongMonAttack","LongAttackRate_0","LongAttackRate_1","LongAttackRate_2","LongAttackRate_3","TraceGap","AttackRange","LongAttackRange","CapsuleHalfHeight","CapsuleRadius","ServerCapsuleRadius","HitConGrade","StateConGrade","MoveConGrade","SmiteBuffArmor","EffectBuffArmor","NaviMeshType","PartsRadius","SiegeMode","CollectItemId","CollectDropRate","CollectDropCount","MonsterFunctionData","SummonGoblinRate01","GoblinId01","SummonGoblinRate02","GoblinId02","QuestDropId"
"402105000","402105000","4","105802116","105702003","0","500131","0","1.6","0","4","3","1","175","1","235253","10219","10219","5959","5959","3067","3071","2672","2420","5922","3799","4385","5799","3479","900","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","98","350","350","174140","33360","20123175","1","120093001","58813","0","0","0","101","2","1500","5000","8","20","0","402020800","1","0.5","0.5","2","3","(10024010,10024020)","(10024030,10024040)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","530","0","150","100","100","1000","2000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","(4260303,5004002)"
"402105011","402105011","4","105802117","105702003","0","502301","0","1.2","0","4","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","100","350","350","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10023010,10023020)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","950","0","130","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402105012","402105012","4","105802118","105702003","0","502301","0","1.4","0","4","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","100","350","350","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10023010,10023020)","(10023030)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","950","0","130","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402105021","402105021","4","105802119","105702003","0","502601","0","1.2","0","4","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","178","350","350","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10206010,10206020)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","410","0","130","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402105022","402105022","4","105802120","105702003","0","502601","0","1.4","0","4","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","178","350","350","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10206010,10206020)","(10206030)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","470","0","130","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402105031","402105031","4","105802121","105702003","0","502611","0","1.2","0","4","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","199","350","350","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10207010,10207020)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","350","0","130","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402105032","402105032","4","105802122","105702003","0","502611","0","1.4","0","4","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","199","350","350","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10207010,10207020)","(10207030)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","400","0","130","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402105041","402105041","4","105802123","105702003","0","502621","0","1.2","0","4","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","150","350","350","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10029010,10029020)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","950","0","130","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402105042","402105042","4","105802124","105702003","0","502621","0","1.4","0","4","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","150","350","350","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10029010,10029020)","(10029040)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","950","0","130","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402105051","402105051","0","105802065","0","1","400562","0","1.2","0","0","1","0","175","3","56461","9755","9755","5959","5959","3067","3071","2672","2420","4935","3454","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","0","0","0","174140","0","0","1","0","0","1","0","0","401","2","1500","5000","8","20","0","402020400","1","1.5","1.5","4","6","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","426","0","300","100","100","500","500","20000","0","0","0","0","0","0","0","0","HideLv","0","0","0","0","(0)"
"402105052","402105052","0","105802065","0","1","400562","0","1.2","0","0","1","0","175","3","56461","9755","9755","5959","5959","3067","3071","2672","2420","4935","3454","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","0","0","0","174140","0","0","1","0","0","1","0","0","401","2","1500","5000","8","20","0","402020500","1","1.5","1.5","4","6","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","426","0","300","100","100","500","500","20000","0","0","0","0","0","0","0","0","HideLv","0","0","0","0","(0)"
"402105053","402105053","0","105802065","0","1","400562","0","1.2","0","0","1","0","175","3","56461","9755","9755","5959","5959","3067","3071","2672","2420","4935","3454","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","0","0","0","174140","0","0","1","0","0","1","0","0","401","2","1500","5000","8","20","0","402020600","1","1.5","1.5","4","6","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","426","0","300","100","100","500","500","20000","0","0","0","0","0","0","0","0","HideLv","0","0","0","0","(0)"
"402105054","402105054","0","105802065","0","1","400562","0","1.2","0","0","1","0","175","3","56461","9755","9755","5959","5959","3067","3071","2672","2420","4935","3454","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","0","0","0","174140","0","0","1","0","0","1","0","0","401","2","1500","5000","8","20","0","402020700","1","1.5","1.5","4","6","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","426","0","300","100","100","500","500","20000","0","0","0","0","0","0","0","0","HideLv","0","0","0","0","(0)"
"402106000","402106000","5","105802126","105702104","0","500511","0","1.5","0","1","3","1","175","1","235253","10219","10219","5959","5959","3067","3071","2672","2420","5922","3799","4385","5799","3479","900","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","103","350","350","174140","33360","20123175","1","120093001","58813","0","0","0","101","2","1500","5000","8","20","0","0","1","0.5","0.5","2","3","(10053010)","(10053030,10053040,10053050)","(33,33,34)","(0,0,0)","(0,0,0)","(0,0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","500","0","190","150","150","1000","2000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","(4260303,5004002)"
"402106011","402106011","5","105802127","105702104","0","500521","0","1.2","0","1","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","180","270","270","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10046010,10046020)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","410","0","130","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402106012","402106012","5","105802128","105702104","0","500521","0","1.4","0","1","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","180","270","270","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10046010,10046020)","(10046040)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","470","0","130","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402106021","402106021","5","105802129","105702104","0","500531","0","1.2","0","1","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","86","270","270","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10047010,10047020)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","950","0","130","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402106022","402106022","5","105802130","105702104","0","500531","0","1.4","0","1","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","86","270","270","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10047010,10047020)","(10047030,10047040)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","950","0","130","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402106031","402106031","5","105802131","105702104","0","500541","0","1.2","0","1","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","154","270","270","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10048010)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","950","0","130","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402106032","402106032","5","105802132","105702104","0","500541","0","1.4","0","1","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","154","270","270","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10048010)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","950","0","130","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402107011","402107011","6","105802133","105702105","0","501981","0","0.9","0","1","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","73","350","350","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10019010,10019020)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","375","0","150","150","150","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402107012","402107012","6","105802134","105702105","0","501981","0","1.1","0","1","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","73","350","350","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10019010,10019020)","(10019040)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","425","0","150","150","150","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402107021","402107021","6","105802135","105702105","0","502531","0","0.8","0","2","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","220","350","350","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10094010,10094020)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","390","0","160","160","160","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402107022","402107022","6","105802136","105702105","0","502531","0","1","0","2","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","220","350","350","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10094010,10094020)","(10094030)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","350","0","160","160","160","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402107032","402107032","6","105802137","105702105","0","500521","0","1.4","0","1","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","180","270","270","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10046010,10046020)","(10046130,10046040)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","470","0","130","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402107033","402107033","6","105802137","105702105","0","500521","0","1.4","0","1","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","180","270","270","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","402020200","1","0.5","0.5","4","6","(10046010,10046020)","(10046130,10046040)","(50,50)","(0,0)","(0,0)","(0,0)","(0)","(0)","(0)","(0)","(0)","(0)","110","470","0","130","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402108011","402108011","7","105802138","0","0","500311","0","1","0","0","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","151","350","350","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10006010,10006020)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","350","0","100","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402108012","402108012","7","105802139","0","0","500811","0","1.5","0","0","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","85","350","350","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","1","1","4","6","(10099010,10099020)","(0)","(0)","(0)","(0)","(0)","(10099040)","(0)","(0)","(0)","(0)","(0)","110","375","800","100","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402108021","402108021","7","105802140","0","0","500811","0","1.8","0","0","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","85","350","350","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","1","1","4","6","(10099010,10099020)","(10099130)","(100)","(0)","(0)","(0)","(10099040)","(0)","(0)","(0)","(0)","(0)","110","420","800","100","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402109000","402109000","8","105802141","105702106","0","502561","0","1.7","0","2","3","1","175","1","235253","10219","10219","5959","5959","3067","3071","2672","2420","5922","3799","4385","5799","3479","900","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","115","350","350","174140","33360","20123175","1","120093001","58813","0","0","0","101","2","1500","5000","8","20","0","0","1","0.5","0.5","2","3","(10061010)","(10061050)","(100)","(0)","(0)","(0)","(0)","(10061030)","(100)","(0)","(0)","(0)","110","560","1000","130","100","100","1000","2000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","(4260303,5004002)"
"402109011","402109011","8","105802142","105702106","0","501991","0","1.1","0","1","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","130","350","350","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10062010,10062020)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","380","0","150","150","150","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402109012","402109012","8","105802143","105702106","0","501991","0","1.3","0","1","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","130","350","350","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10062010,10062020)","(10062030)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","440","0","150","150","150","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402109021","402109021","8","105802144","105702106","0","502371","0","0.9","0","1","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","145","350","350","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10015010,10015020)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","365","0","180","180","180","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402109022","402109022","8","105802145","105702106","0","502371","0","1.1","0","1","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","145","350","350","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10015010,10015020)","(10015030)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","435","0","180","180","180","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402109032","402109032","8","105802146","105702106","0","501311","0","1.2","0","1","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","120","270","270","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10175010,10175020)","(10175040)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","350","0","150","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402110000","402110000","9","105802147","105702107","0","501401","0","1.8","0","1","3","1","175","1","595973","11148","11148","5959","5959","3220","3071","2672","2420","5922","3972","4385","5799","3479","900","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","228","350","350","174140","33360","20123175","1","120093001","59597","0","0","0","101","2","1500","5000","8","20","0","402020900","1","0.5","0.5","2","3","(10192010,10192020)","(10192030,10192040,10192050)","(33,33,34)","(33,33,34)","(33,33,34)","(33,33,34)","(0)","(0)","(0)","(0)","(0)","(0)","110","680","0","180","150","150","1000","2000","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","(4260303,5004002)"
"402110011","402110011","9","105802148","105702107","0","501311","0","1","0","1","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","120","270","270","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10175010,10175020)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","400","0","150","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402110012","402110012","9","105802149","105702107","0","501311","0","1.2","0","1","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","120","270","270","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10175010,10175020)","(10175140)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","350","0","150","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402110021","402110021","9","105802150","105702107","0","501321","0","1","0","1","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","180","270","270","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10176010)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","850","0","150","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402110022","402110022","9","105802151","105702107","0","501321","0","1.2","0","1","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","180","270","270","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10176010)","(10176140)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","850","0","150","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402110023","402110023","9","105802151","105702107","0","501321","0","1.2","0","1","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","180","270","270","174140","16680","0","1","120091001","0","0","0","0","101","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10176010)","(10176140)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","850","0","150","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402110031","402110031","9","105802152","105702107","0","501401","0","1","0","1","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","228","350","350","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10192010,10192020)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","400","0","180","150","150","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402110032","402110032","9","105802153","105702107","0","501401","0","1.2","0","1","1","0","175","1","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","800","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","228","350","350","174140","16680","0","1","120091001","0","0","0","0","201","2","1500","5000","8","20","0","0","1","0.5","0.5","4","6","(10192010,10192020)","(10192130)","(100)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","470","0","180","150","150","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402111000","402111000","0","105602002","0","0","301031","0","1","0","4","3","0","175","1","972377","11613","11613","5959","5959","3374","3071","2672","2420","5922","3972","4385","5799","3479","900","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","30","270","270","174140","0","0","1","0","60774","0","0","0","101","2","1000","5000","8","20","0","402022100","1","0.5","0.5","2","3","(0)","(10219030,10219040)","(50,50)","(50,50)","(50,50)","(50,50)","(0)","(0)","(0)","(0)","(0)","(0)","110","300","0","100","100","100","1000","2000","2000","0","0","0","0","0","0","0","0","Rare","0","0","0","0","(0)"
"402111001","402111001","0","0","0","0","500601","0","1","0","0","1","0","175","4","78104","9755","9755","5959","5959","3067","3071","2672","2420","5429","3799","4385","5799","3479","0","2407","1739","0","0","768","672","864","672","0","0","768","672","672","672","0","0","0","174140","0","0","1","0","0","0","0","0","302","2","5000","5000","8","20","0","402022200","1","15","15","4","6","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","380","0","130","100","100","500","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0)"
"402200000","402200000","0","105802999","0","1","503152","0","1","0","0","1","0","177","1","57100","9842","9842","6012","6012","3093","3097","2694","2440","4986","3490","4424","5848","3508","816","2437","1754","0","0","784","686","882","686","0","0","784","686","686","686","0","0","0","176427","0","0","1","0","0","1","0","0","502","2","1500","5000","8","20","0","0","1","0.5","0.5","0","0","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","(0)","110","300","0","120","100","100","500","500","20000","0","0","0","0","0","0","0","0","HideLv/HideNameTag","0","0","0","0","(0)"
