"Name","DropPositionId","DropPositionGroupId","Position"
"48762","48762","8010000","(X=18350,Y=6254,Z=-1000)"
"48763","48763","8010000","(X=17850,Y=6246,Z=-1000)"
"48764","48764","8010000","(X=22750,Y=6250,Z=-1000)"
"48765","48765","8010000","(X=17350,Y=6247,Z=-1000)"
"48766","48766","8010000","(X=16850,Y=6249,Z=-1000)"
"48767","48767","8010000","(X=16350,Y=6251,Z=-1000)"
"48768","48768","8010000","(X=15850,Y=6252,Z=-1000)"
"48769","48769","8010000","(X=23250,Y=6250,Z=-1000)"
"48770","48770","8010000","(X=14850,Y=6550,Z=-1000)"
"48771","48771","8010000","(X=14350,Y=6550,Z=-1000)"
"48772","48772","8010000","(X=15350,Y=6550,Z=-1000)"
"48773","48773","8010000","(X=18750,Y=6553,Z=-1000)"
"48774","48774","8010000","(X=19250,Y=6551,Z=-1000)"
"48775","48775","8010000","(X=19750,Y=6550,Z=-1000)"
"48776","48776","8010000","(X=20250,Y=6550,Z=-1000)"
"48777","48777","8010000","(X=20750,Y=6550,Z=-1000)"
"48778","48778","8010000","(X=21250,Y=6550,Z=-1000)"
"48779","48779","8010000","(X=21750,Y=6550,Z=-1000)"
"48780","48780","8010000","(X=22250,Y=6550,Z=-1000)"
"48781","48781","8010000","(X=18350,Y=6554,Z=-1000)"
"48782","48782","8010000","(X=17850,Y=6556,Z=-1000)"
"48783","48783","8010000","(X=22750,Y=6550,Z=-1000)"
"48784","48784","8010000","(X=17350,Y=6547,Z=-1000)"
"48785","48785","8010000","(X=16850,Y=6552,Z=-1000)"
"48786","48786","8010000","(X=16350,Y=6557,Z=-1000)"
"48787","48787","8010000","(X=15850,Y=6552,Z=-1000)"
"48788","48788","8010000","(X=23250,Y=6550,Z=-1000)"
"48789","48789","8010000","(X=14850,Y=6850,Z=-1000)"
"48790","48790","8010000","(X=15850,Y=6852,Z=-1000)"
"48791","48791","8010000","(X=18750,Y=6853,Z=-1000)"
"48792","48792","8010000","(X=19250,Y=6851,Z=-1000)"
"48793","48793","8010000","(X=19750,Y=6850,Z=-1000)"
"48794","48794","8010000","(X=20250,Y=6850,Z=-1000)"
"48795","48795","8010000","(X=20750,Y=6850,Z=-1000)"
"48796","48796","8010000","(X=21250,Y=6850,Z=-1000)"
"48797","48797","8010000","(X=21750,Y=6850,Z=-1000)"
"48798","48798","8010000","(X=22250,Y=6850,Z=-1000)"
"48799","48799","8010000","(X=18350,Y=6854,Z=-1000)"
"48800","48800","8010000","(X=17850,Y=6856,Z=-1000)"
"48801","48801","8010000","(X=22750,Y=6850,Z=-1000)"
"48802","48802","8010000","(X=17350,Y=6847,Z=-1000)"
"48803","48803","8010000","(X=16850,Y=6852,Z=-1000)"
"48804","48804","8010000","(X=16350,Y=6857,Z=-1000)"
"48805","48805","8010000","(X=18750,Y=7143,Z=-1000)"
"48806","48806","8010000","(X=19250,Y=7151,Z=-1000)"
"48807","48807","8010000","(X=19750,Y=7150,Z=-1000)"
"48808","48808","8010000","(X=20250,Y=7150,Z=-1000)"
"48809","48809","8010000","(X=20750,Y=7150,Z=-1000)"
"48810","48810","8010000","(X=21250,Y=7150,Z=-1000)"
"48811","48811","8010000","(X=21750,Y=7150,Z=-1000)"
"48812","48812","8010000","(X=22250,Y=7140,Z=-1000)"
"48813","48813","8010000","(X=18350,Y=7144,Z=-1000)"
"48814","48814","8010000","(X=17850,Y=7146,Z=-1000)"
"48815","48815","8010000","(X=22750,Y=7150,Z=-1000)"
"48816","48816","8010000","(X=17350,Y=7147,Z=-1000)"
"48817","48817","8010000","(X=16850,Y=7142,Z=-1000)"
"48818","48818","8010000","(X=16350,Y=7147,Z=-1000)"
"48819","48819","8010000","(X=14850,Y=7150,Z=-1000)"
"48820","48820","8010000","(X=14850,Y=7450,Z=-1000)"
"48821","48821","8010000","(X=15350,Y=7450,Z=-1000)"
"48822","48822","8010000","(X=16350,Y=7450,Z=-1000)"
"48823","48823","8010000","(X=16850,Y=7450,Z=-1000)"
"48824","48824","8010000","(X=17350,Y=7450,Z=-1000)"
"48825","48825","8010000","(X=17850,Y=7450,Z=-1000)"
"48826","48826","8010000","(X=18350,Y=7450,Z=-1000)"
"48827","48827","8010000","(X=18750,Y=7450,Z=-1000)"
"48828","48828","8010000","(X=19250,Y=7450,Z=-1000)"
"48829","48829","8010000","(X=19750,Y=7450,Z=-1000)"
"48830","48830","8010000","(X=20250,Y=7450,Z=-1000)"
"48831","48831","8010000","(X=20750,Y=7450,Z=-1000)"
"48832","48832","8010000","(X=21250,Y=7450,Z=-1000)"
"48833","48833","8010000","(X=21750,Y=7450,Z=-1000)"
"48834","48834","8010000","(X=22250,Y=7450,Z=-1000)"
"48835","48835","8010000","(X=22750,Y=7450,Z=-1000)"
"48836","48836","8010000","(X=14850,Y=7750,Z=-1000)"
"48837","48837","8010000","(X=15350,Y=7750,Z=-1000)"
"48838","48838","8010000","(X=16350,Y=7750,Z=-1000)"
"48839","48839","8010000","(X=16850,Y=7750,Z=-1000)"
"48840","48840","8010000","(X=17350,Y=7750,Z=-1000)"
"48841","48841","8010000","(X=17850,Y=7750,Z=-1000)"
"48842","48842","8010000","(X=18350,Y=7750,Z=-1000)"
"48843","48843","8010000","(X=18750,Y=7750,Z=-1000)"
"48844","48844","8010000","(X=19250,Y=7750,Z=-1000)"
"48845","48845","8010000","(X=19750,Y=7750,Z=-1000)"
"48846","48846","8010000","(X=20250,Y=7750,Z=-1000)"
"48847","48847","8010000","(X=20750,Y=7750,Z=-1000)"
"48848","48848","8010000","(X=21250,Y=7750,Z=-1000)"
"48849","48849","8010000","(X=21750,Y=7750,Z=-1000)"
"48850","48850","8010000","(X=22250,Y=7750,Z=-1000)"
"48851","48851","8010000","(X=22750,Y=7750,Z=-1000)"
"48852","48852","8010000","(X=15350,Y=8050,Z=-1000)"
"48853","48853","8010000","(X=16850,Y=8050,Z=-1000)"
"48854","48854","8010000","(X=17350,Y=8050,Z=-1000)"
"48855","48855","8010000","(X=17850,Y=8050,Z=-1000)"
"48856","48856","8010000","(X=18350,Y=8050,Z=-1000)"
"48857","48857","8010000","(X=18750,Y=8050,Z=-1000)"
"48858","48858","8010000","(X=19250,Y=8050,Z=-1000)"
"48859","48859","8010000","(X=19750,Y=8050,Z=-1000)"
"48860","48860","8010000","(X=20250,Y=8050,Z=-1000)"
"48861","48861","8010000","(X=20750,Y=8050,Z=-1000)"
"48862","48862","8010000","(X=21250,Y=8050,Z=-1000)"
"48863","48863","8010000","(X=21750,Y=8050,Z=-1000)"
"48864","48864","8010000","(X=22250,Y=8050,Z=-1000)"
"48865","48865","8010000","(X=15850,Y=8050,Z=-1000)"
"48866","48866","8010000","(X=15350,Y=8350,Z=-1000)"
"48867","48867","8010000","(X=16850,Y=8350,Z=-1000)"
"48868","48868","8010000","(X=17350,Y=8350,Z=-1000)"
"48869","48869","8010000","(X=17850,Y=8350,Z=-1000)"
"48870","48870","8010000","(X=18350,Y=8350,Z=-1000)"
"48871","48871","8010000","(X=18750,Y=8350,Z=-1000)"
"48872","48872","8010000","(X=19250,Y=8350,Z=-1000)"
"48873","48873","8010000","(X=19750,Y=8350,Z=-1000)"
"48874","48874","8010000","(X=20250,Y=8350,Z=-1000)"
"48875","48875","8010000","(X=20750,Y=8350,Z=-1000)"
"48876","48876","8010000","(X=21250,Y=8350,Z=-1000)"
"48877","48877","8010000","(X=21750,Y=8350,Z=-1000)"
"48878","48878","8010000","(X=22250,Y=8350,Z=-1000)"
"48879","48879","8010000","(X=15850,Y=8350,Z=-1000)"
"48880","48880","8010000","(X=16850,Y=8650,Z=-1000)"
"48881","48881","8010000","(X=17350,Y=8650,Z=-1000)"
"48882","48882","8010000","(X=17850,Y=8650,Z=-1000)"
"48883","48883","8010000","(X=18350,Y=8650,Z=-1000)"
"48884","48884","8010000","(X=18750,Y=8650,Z=-1000)"
"48885","48885","8010000","(X=19250,Y=8650,Z=-1000)"
"48886","48886","8010000","(X=19750,Y=8650,Z=-1000)"
"48887","48887","8010000","(X=20250,Y=8650,Z=-1000)"
"48888","48888","8010000","(X=20750,Y=8650,Z=-1000)"
"48889","48889","8010000","(X=21250,Y=8650,Z=-1000)"
"48890","48890","8010000","(X=21750,Y=8650,Z=-1000)"
"48891","48891","8010000","(X=22250,Y=8650,Z=-1000)"
"48892","48892","8010000","(X=15850,Y=8650,Z=-1000)"
"48893","48893","8010000","(X=16850,Y=8950,Z=-1000)"
"48894","48894","8010000","(X=17350,Y=8950,Z=-1000)"
"48895","48895","8010000","(X=17850,Y=8950,Z=-1000)"
"48896","48896","8010000","(X=18350,Y=8950,Z=-1000)"
"48897","48897","8010000","(X=18750,Y=8950,Z=-1000)"
"48898","48898","8010000","(X=19250,Y=8950,Z=-1000)"
"48899","48899","8010000","(X=19750,Y=8950,Z=-1000)"
"48900","48900","8010000","(X=20250,Y=8950,Z=-1000)"
"48901","48901","8010000","(X=20750,Y=8950,Z=-1000)"
"48902","48902","8010000","(X=21250,Y=8950,Z=-1000)"
"48903","48903","8010000","(X=21750,Y=8950,Z=-1000)"
"48904","48904","8010000","(X=22250,Y=8950,Z=-1000)"
"48905","48905","8010000","(X=15850,Y=8950,Z=-1000)"
"48906","48906","8010000","(X=16350,Y=8950,Z=-1000)"
"48907","48907","8010000","(X=16850,Y=9250,Z=-1000)"
"48908","48908","8010000","(X=17350,Y=9250,Z=-1000)"
"48909","48909","8010000","(X=17850,Y=9250,Z=-1000)"
"48910","48910","8010000","(X=18350,Y=9250,Z=-1000)"
"48911","48911","8010000","(X=18750,Y=9250,Z=-1000)"
"48912","48912","8010000","(X=19250,Y=9250,Z=-1000)"
"48913","48913","8010000","(X=19750,Y=9250,Z=-1000)"
"48914","48914","8010000","(X=20250,Y=9250,Z=-1000)"
"48915","48915","8010000","(X=20750,Y=9250,Z=-1000)"
"48916","48916","8010000","(X=21250,Y=9250,Z=-1000)"
"48917","48917","8010000","(X=21750,Y=9250,Z=-1000)"
"48918","48918","8010000","(X=16350,Y=9250,Z=-1000)"
"48919","48919","8010000","(X=16850,Y=9550,Z=-1000)"
"48920","48920","8010000","(X=17350,Y=9550,Z=-1000)"
"48921","48921","8010000","(X=17850,Y=9550,Z=-1000)"
"48922","48922","8010000","(X=18350,Y=9550,Z=-1000)"
"48923","48923","8010000","(X=18750,Y=9550,Z=-1000)"
"48924","48924","8010000","(X=19250,Y=9550,Z=-1000)"
"48925","48925","8010000","(X=19750,Y=9550,Z=-1000)"
"48926","48926","8010000","(X=20250,Y=9550,Z=-1000)"
"48927","48927","8010000","(X=20750,Y=9550,Z=-1000)"
"48928","48928","8010000","(X=21250,Y=9550,Z=-1000)"
"48929","48929","8010000","(X=16350,Y=9550,Z=-1000)"
"48930","48930","8010000","(X=16850,Y=9850,Z=-1000)"
"48931","48931","8010000","(X=17350,Y=9850,Z=-1000)"
"48932","48932","8010000","(X=17850,Y=9850,Z=-1000)"
"48933","48933","8010000","(X=18350,Y=9850,Z=-1000)"
"48934","48934","8010000","(X=18750,Y=9850,Z=-1000)"
"48935","48935","8010000","(X=19250,Y=9850,Z=-1000)"
"48936","48936","8010000","(X=19750,Y=9850,Z=-1000)"
"48937","48937","8010000","(X=20250,Y=9850,Z=-1000)"
"48938","48938","8010000","(X=20750,Y=9850,Z=-1000)"
"48939","48939","8010000","(X=17350,Y=10150,Z=-1000)"
"48940","48940","8010000","(X=17850,Y=10150,Z=-1000)"
"48941","48941","8010000","(X=18350,Y=10150,Z=-1000)"
"48942","48942","8010000","(X=18750,Y=10150,Z=-1000)"
"48943","48943","8010000","(X=19250,Y=10150,Z=-1000)"
"48944","48944","8010000","(X=19750,Y=10150,Z=-1000)"
"48945","48945","8010000","(X=20250,Y=10150,Z=-1000)"
"48946","48946","8010000","(X=17850,Y=10450,Z=-1000)"
"48947","48947","8010000","(X=18350,Y=10450,Z=-1000)"
"48948","48948","8010000","(X=18750,Y=10450,Z=-1000)"
"48949","48949","8010000","(X=19250,Y=10450,Z=-1000)"
"48950","48950","8010000","(X=19750,Y=10450,Z=-1000)"
"48951","48951","8010000","(X=14950,Y=8350,Z=-1000)"
"48952","48952","8010000","(X=14950,Y=8650,Z=-1000)"
"48953","48953","8010000","(X=14150,Y=8050,Z=-1000)"
"48954","48954","8010000","(X=14150,Y=8350,Z=-1000)"
"48955","48955","8010000","(X=14150,Y=8650,Z=-1000)"
"48956","48956","8010000","(X=14650,Y=8650,Z=-1000)"
"48957","48957","8010000","(X=14150,Y=8950,Z=-1000)"
"48958","48958","8010000","(X=14650,Y=8950,Z=-1000)"
"48959","48959","8010000","(X=13650,Y=8950,Z=-1000)"
"48960","48960","8010000","(X=13150,Y=8950,Z=-1000)"
"48961","48961","8010000","(X=14150,Y=9250,Z=-1000)"
"48962","48962","8010000","(X=14650,Y=9250,Z=-1000)"
"48963","48963","8010000","(X=13650,Y=9250,Z=-1000)"
"48964","48964","8010000","(X=13150,Y=9250,Z=-1000)"
"48965","48965","8010000","(X=12650,Y=9250,Z=-1000)"
"48966","48966","8010000","(X=14150,Y=9550,Z=-1000)"
"48967","48967","8010000","(X=14650,Y=9550,Z=-1000)"
"48968","48968","8010000","(X=13650,Y=9550,Z=-1000)"
"48969","48969","8010000","(X=13150,Y=9550,Z=-1000)"
"48970","48970","8010000","(X=12650,Y=9550,Z=-1000)"
"48971","48971","8010000","(X=15150,Y=9550,Z=-1000)"
"48972","48972","8010000","(X=12150,Y=9550,Z=-1000)"
"48973","48973","8010000","(X=14150,Y=9850,Z=-1000)"
"48974","48974","8010000","(X=13650,Y=9850,Z=-1000)"
"48975","48975","8010000","(X=13150,Y=9850,Z=-1000)"
"48976","48976","8010000","(X=12650,Y=9850,Z=-1000)"
"48977","48977","8010000","(X=12150,Y=9850,Z=-1000)"
"48978","48978","8010000","(X=11650,Y=9850,Z=-1000)"
"48979","48979","8010000","(X=13150,Y=10150,Z=-1000)"
"48980","48980","8010000","(X=12650,Y=10150,Z=-1000)"
"48981","48981","8010000","(X=12150,Y=10150,Z=-1000)"
"48982","48982","8010000","(X=11650,Y=10150,Z=-1000)"
"48983","48983","8010000","(X=11150,Y=10150,Z=-1000)"
"48984","48984","8010000","(X=12650,Y=10450,Z=-1000)"
"48985","48985","8010000","(X=12150,Y=10450,Z=-1000)"
"48986","48986","8010000","(X=11650,Y=10450,Z=-1000)"
"48987","48987","8010000","(X=11150,Y=10450,Z=-1000)"
"48988","48988","8010000","(X=12650,Y=10750,Z=-1000)"
"48989","48989","8010000","(X=12150,Y=10750,Z=-1000)"
"48990","48990","8010000","(X=11650,Y=10750,Z=-1000)"
"48991","48991","8010000","(X=11150,Y=10750,Z=-1000)"
"48992","48992","8010000","(X=10650,Y=10750,Z=-1000)"
"48993","48993","8010000","(X=12150,Y=11050,Z=-1000)"
"48994","48994","8010000","(X=11650,Y=11050,Z=-1000)"
"48995","48995","8010000","(X=11150,Y=11050,Z=-1000)"
"48996","48996","8010000","(X=10650,Y=11050,Z=-1000)"
"48997","48997","8010000","(X=10150,Y=11050,Z=-1000)"
"48998","48998","8010000","(X=12150,Y=11350,Z=-1000)"
"48999","48999","8010000","(X=11650,Y=11350,Z=-1000)"
"49000","49000","8010000","(X=11150,Y=11350,Z=-1000)"
"49001","49001","8010000","(X=10650,Y=11350,Z=-1000)"
"49002","49002","8010000","(X=10150,Y=11350,Z=-1000)"
"49003","49003","8010000","(X=12150,Y=11650,Z=-1000)"
"49004","49004","8010000","(X=11650,Y=11650,Z=-1000)"
"49005","49005","8010000","(X=11150,Y=11650,Z=-1000)"
"49006","49006","8010000","(X=10650,Y=11650,Z=-1000)"
"49007","49007","8010000","(X=10150,Y=11650,Z=-1000)"
"49008","49008","8010000","(X=9150,Y=11650,Z=-1000)"
"49009","49009","8010000","(X=11650,Y=11950,Z=-1000)"
"49010","49010","8010000","(X=11150,Y=11950,Z=-1000)"
"49011","49011","8010000","(X=10650,Y=11950,Z=-1000)"
"49012","49012","8010000","(X=10150,Y=11950,Z=-1000)"
"49013","49013","8010000","(X=9650,Y=11950,Z=-1000)"
"49014","49014","8010000","(X=9150,Y=11950,Z=-1000)"
"49015","49015","8010000","(X=11150,Y=12250,Z=-1000)"
"49016","49016","8010000","(X=10650,Y=12250,Z=-1000)"
"49017","49017","8010000","(X=10150,Y=12250,Z=-1000)"
"49018","49018","8010000","(X=9650,Y=12250,Z=-1000)"
"49019","49019","8010000","(X=9150,Y=12250,Z=-1000)"
"49020","49020","8010000","(X=8650,Y=12250,Z=-1000)"
"49021","49021","8010000","(X=10150,Y=12550,Z=-1000)"
"49022","49022","8010000","(X=9650,Y=12550,Z=-1000)"
"49023","49023","8010000","(X=9150,Y=12550,Z=-1000)"
"49024","49024","8010000","(X=8650,Y=12550,Z=-1000)"
"49025","49025","8010000","(X=8150,Y=12550,Z=-1000)"
"49026","49026","8010000","(X=10150,Y=12850,Z=-1000)"
"49027","49027","8010000","(X=9650,Y=12850,Z=-1000)"
"49028","49028","8010000","(X=9150,Y=12850,Z=-1000)"
"49029","49029","8010000","(X=8650,Y=12850,Z=-1000)"
"49030","49030","8010000","(X=8150,Y=12850,Z=-1000)"
"49031","49031","8010000","(X=10150,Y=13150,Z=-1000)"
"49032","49032","8010000","(X=9650,Y=13150,Z=-1000)"
"49033","49033","8010000","(X=9150,Y=13150,Z=-1000)"
"49034","49034","8010000","(X=8650,Y=13150,Z=-1000)"
"49035","49035","8010000","(X=8150,Y=13150,Z=-1000)"
"49036","49036","8010000","(X=7650,Y=13150,Z=-1000)"
"49037","49037","8010000","(X=7150,Y=13150,Z=-1000)"
"49038","49038","8010000","(X=9650,Y=13450,Z=-1000)"
"49039","49039","8010000","(X=9150,Y=13450,Z=-1000)"
"49040","49040","8010000","(X=8650,Y=13450,Z=-1000)"
"49041","49041","8010000","(X=8150,Y=13450,Z=-1000)"
"49042","49042","8010000","(X=7650,Y=13450,Z=-1000)"
"49043","49043","8010000","(X=7150,Y=13450,Z=-1000)"
"49044","49044","8010000","(X=6650,Y=13450,Z=-1000)"
"49045","49045","8010000","(X=9650,Y=13750,Z=-1000)"
"49046","49046","8010000","(X=9150,Y=13750,Z=-1000)"
"49047","49047","8010000","(X=8650,Y=13750,Z=-1000)"
"49048","49048","8010000","(X=8150,Y=13750,Z=-1000)"
"49049","49049","8010000","(X=7650,Y=13750,Z=-1000)"
"49050","49050","8010000","(X=7150,Y=13750,Z=-1000)"
"49051","49051","8010000","(X=6650,Y=13750,Z=-1000)"
"49052","49052","8010000","(X=6150,Y=13750,Z=-1000)"
"49053","49053","8010000","(X=8150,Y=14050,Z=-1000)"
"49054","49054","8010000","(X=7650,Y=14050,Z=-1000)"
"49055","49055","8010000","(X=7150,Y=14050,Z=-1000)"
"49056","49056","8010000","(X=6650,Y=14050,Z=-1000)"
"49057","49057","8010000","(X=6150,Y=14050,Z=-1000)"
"49058","49058","8010000","(X=8150,Y=14350,Z=-1000)"
"49059","49059","8010000","(X=7650,Y=14350,Z=-1000)"
"49060","49060","8010000","(X=7150,Y=14350,Z=-1000)"
"49061","49061","8010000","(X=6650,Y=14350,Z=-1000)"
"49062","49062","8010000","(X=6150,Y=14350,Z=-1000)"
"49063","49063","8010000","(X=5650,Y=14350,Z=-1000)"
"49064","49064","8010000","(X=8150,Y=14650,Z=-1000)"
"49065","49065","8010000","(X=7650,Y=14650,Z=-1000)"
"49066","49066","8010000","(X=7150,Y=14650,Z=-1000)"
"49067","49067","8010000","(X=6650,Y=14650,Z=-1000)"
"49068","49068","8010000","(X=6150,Y=14650,Z=-1000)"
"49069","49069","8010000","(X=5650,Y=14650,Z=-1000)"
"49070","49070","8010000","(X=7650,Y=14950,Z=-1000)"
"49071","49071","8010000","(X=7150,Y=14950,Z=-1000)"
"49072","49072","8010000","(X=6650,Y=14950,Z=-1000)"
"49073","49073","8010000","(X=6150,Y=14950,Z=-1000)"
"49074","49074","8010000","(X=5650,Y=14950,Z=-1000)"
"49075","49075","8010000","(X=7150,Y=15250,Z=-1000)"
"49076","49076","8010000","(X=6650,Y=15250,Z=-1000)"
"49077","49077","8010000","(X=6150,Y=15250,Z=-1000)"
"49078","49078","8010000","(X=5650,Y=15250,Z=-1000)"
"49079","49079","8010000","(X=5150,Y=15250,Z=-1000)"
"49080","49080","8010000","(X=6650,Y=15550,Z=-1000)"
"49081","49081","8010000","(X=6150,Y=15550,Z=-1000)"
"49082","49082","8010000","(X=5650,Y=15550,Z=-1000)"
"49083","49083","8010000","(X=5150,Y=15550,Z=-1000)"
"49084","49084","8010000","(X=6650,Y=15850,Z=-1000)"
"49085","49085","8010000","(X=6150,Y=15850,Z=-1000)"
"49086","49086","8010000","(X=5650,Y=15850,Z=-1000)"
"49087","49087","8010000","(X=5150,Y=15850,Z=-1000)"
"49088","49088","8010000","(X=4650,Y=15850,Z=-1000)"
"49089","49089","8010000","(X=3650,Y=15850,Z=-1000)"
"49090","49090","8010000","(X=5650,Y=16150,Z=-1000)"
"49091","49091","8010000","(X=5150,Y=16150,Z=-1000)"
"49092","49092","8010000","(X=4650,Y=16150,Z=-1000)"
"49093","49093","8010000","(X=4150,Y=16150,Z=-1000)"
"49094","49094","8010000","(X=3650,Y=16150,Z=-1000)"
"49095","49095","8010000","(X=5650,Y=16450,Z=-1000)"
"49096","49096","8010000","(X=5150,Y=16450,Z=-1000)"
"49097","49097","8010000","(X=4650,Y=16450,Z=-1000)"
"49098","49098","8010000","(X=4150,Y=16450,Z=-1000)"
"49099","49099","8010000","(X=3650,Y=16450,Z=-1000)"
"49100","49100","8010000","(X=4650,Y=16750,Z=-1000)"
"49101","49101","8010000","(X=4150,Y=16750,Z=-1000)"
"49102","49102","8010000","(X=3650,Y=16750,Z=-1000)"
"49103","49103","8010000","(X=4150,Y=17050,Z=-1000)"
"49104","49104","8010000","(X=4150,Y=17350,Z=-1000)"
"49105","49105","8010000","(X=10750,Y=13450,Z=-1000)"
"49106","49106","8010000","(X=11250,Y=13450,Z=-1000)"
"49107","49107","8010000","(X=11750,Y=13450,Z=-1000)"
"49108","49108","8010000","(X=10250,Y=13450,Z=-1000)"
"49109","49109","8010000","(X=10750,Y=13750,Z=-1000)"
"49110","49110","8010000","(X=11250,Y=13750,Z=-1000)"
"49111","49111","8010000","(X=11750,Y=13750,Z=-1000)"
"49112","49112","8010000","(X=10250,Y=13750,Z=-1000)"
"49113","49113","8010000","(X=12250,Y=13750,Z=-1000)"
"49114","49114","8010000","(X=10750,Y=14050,Z=-1000)"
"49115","49115","8010000","(X=11250,Y=14050,Z=-1000)"
"49116","49116","8010000","(X=11750,Y=14050,Z=-1000)"
"49117","49117","8010000","(X=10250,Y=14050,Z=-1000)"
"49118","49118","8010000","(X=12250,Y=14050,Z=-1000)"
"49119","49119","8010000","(X=12750,Y=14050,Z=-1000)"
"49120","49120","8010000","(X=9750,Y=14050,Z=-1000)"
"49121","49121","8010000","(X=10750,Y=14350,Z=-1000)"
"49122","49122","8010000","(X=11250,Y=14350,Z=-1000)"
"49123","49123","8010000","(X=11750,Y=14350,Z=-1000)"
"49124","49124","8010000","(X=10250,Y=14350,Z=-1000)"
"49125","49125","8010000","(X=12250,Y=14350,Z=-1000)"
"49126","49126","8010000","(X=12750,Y=14350,Z=-1000)"
"49127","49127","8010000","(X=9750,Y=14350,Z=-1000)"
"49128","49128","8010000","(X=10750,Y=14650,Z=-1000)"
"49129","49129","8010000","(X=11250,Y=14650,Z=-1000)"
"49130","49130","8010000","(X=11750,Y=14650,Z=-1000)"
"49131","49131","8010000","(X=10250,Y=14650,Z=-1000)"
"49132","49132","8010000","(X=12250,Y=14650,Z=-1000)"
"49133","49133","8010000","(X=12750,Y=14650,Z=-1000)"
"49134","49134","8010000","(X=9750,Y=14650,Z=-1000)"
"49135","49135","8010000","(X=13250,Y=14650,Z=-1000)"
"49136","49136","8010000","(X=10750,Y=14950,Z=-1000)"
"49137","49137","8010000","(X=11250,Y=14950,Z=-1000)"
"49138","49138","8010000","(X=11750,Y=14950,Z=-1000)"
"49139","49139","8010000","(X=10250,Y=14950,Z=-1000)"
"49140","49140","8010000","(X=12250,Y=14950,Z=-1000)"
"49141","49141","8010000","(X=12750,Y=14950,Z=-1000)"
"49142","49142","8010000","(X=9750,Y=14950,Z=-1000)"
"49143","49143","8010000","(X=13250,Y=14950,Z=-1000)"
"49144","49144","8010000","(X=9250,Y=14950,Z=-1000)"
"49145","49145","8010000","(X=10750,Y=15250,Z=-1000)"
"49146","49146","8010000","(X=11250,Y=15250,Z=-1000)"
"49147","49147","8010000","(X=11750,Y=15250,Z=-1000)"
"49148","49148","8010000","(X=10250,Y=15250,Z=-1000)"
"49149","49149","8010000","(X=12250,Y=15250,Z=-1000)"
"49150","49150","8010000","(X=12750,Y=15250,Z=-1000)"
"49151","49151","8010000","(X=9750,Y=15250,Z=-1000)"
"49152","49152","8010000","(X=13250,Y=15250,Z=-1000)"
"49153","49153","8010000","(X=9250,Y=15250,Z=-1000)"
"49154","49154","8010000","(X=10750,Y=15550,Z=-1000)"
"49155","49155","8010000","(X=11250,Y=15550,Z=-1000)"
"49156","49156","8010000","(X=11750,Y=15550,Z=-1000)"
"49157","49157","8010000","(X=10250,Y=15550,Z=-1000)"
"49158","49158","8010000","(X=12250,Y=15550,Z=-1000)"
"49159","49159","8010000","(X=12750,Y=15550,Z=-1000)"
"49160","49160","8010000","(X=9750,Y=15550,Z=-1000)"
"49161","49161","8010000","(X=13250,Y=15550,Z=-1000)"
"49162","49162","8010000","(X=9250,Y=15550,Z=-1000)"
"49163","49163","8010000","(X=10750,Y=15850,Z=-1000)"
"49164","49164","8010000","(X=11250,Y=15850,Z=-1000)"
"49165","49165","8010000","(X=11750,Y=15850,Z=-1000)"
"49166","49166","8010000","(X=10250,Y=15850,Z=-1000)"
"49167","49167","8010000","(X=12250,Y=15850,Z=-1000)"
"49168","49168","8010000","(X=12750,Y=15850,Z=-1000)"
"49169","49169","8010000","(X=9750,Y=15850,Z=-1000)"
"49170","49170","8010000","(X=13250,Y=15850,Z=-1000)"
"49171","49171","8010000","(X=9250,Y=15850,Z=-1000)"
"49172","49172","8010000","(X=10750,Y=16150,Z=-1000)"
"49173","49173","8010000","(X=11250,Y=16150,Z=-1000)"
"49174","49174","8010000","(X=11750,Y=16150,Z=-1000)"
"49175","49175","8010000","(X=10250,Y=16150,Z=-1000)"
"49176","49176","8010000","(X=12250,Y=16150,Z=-1000)"
"49177","49177","8010000","(X=12750,Y=16150,Z=-1000)"
"49178","49178","8010000","(X=9750,Y=16150,Z=-1000)"
"49179","49179","8010000","(X=13250,Y=16150,Z=-1000)"
"49180","49180","8010000","(X=9250,Y=16150,Z=-1000)"
"49181","49181","8010000","(X=10750,Y=16450,Z=-1000)"
"49182","49182","8010000","(X=11250,Y=16450,Z=-1000)"
"49183","49183","8010000","(X=11750,Y=16450,Z=-1000)"
"49184","49184","8010000","(X=10250,Y=16450,Z=-1000)"
"49185","49185","8010000","(X=12250,Y=16450,Z=-1000)"
"49186","49186","8010000","(X=12750,Y=16450,Z=-1000)"
"49187","49187","8010000","(X=9750,Y=16450,Z=-1000)"
"49188","49188","8010000","(X=9250,Y=16450,Z=-1000)"
"49189","49189","8010000","(X=10750,Y=16750,Z=-1000)"
"49190","49190","8010000","(X=11250,Y=16750,Z=-1000)"
"49191","49191","8010000","(X=11750,Y=16750,Z=-1000)"
"49192","49192","8010000","(X=10250,Y=16750,Z=-1000)"
"49193","49193","8010000","(X=12250,Y=16750,Z=-1000)"
"49194","49194","8010000","(X=12750,Y=16750,Z=-1000)"
"49195","49195","8010000","(X=9750,Y=16750,Z=-1000)"
"49196","49196","8010000","(X=10750,Y=17050,Z=-1000)"
"49197","49197","8010000","(X=11250,Y=17050,Z=-1000)"
