"Name","ForceLevelID","ForcePanelID","ForcePanelLevel","ForceReward_Attribute01Type","ForceReward_Attribute01Value","ForceReward_Attribute02Type","ForceReward_Attribute02Value","ForceReward_Attribute03Type","ForceReward_Attribute03Value","ForceReward_Attribute04Type","ForceReward_Attribute04Value","ForceReflowTimeMinute","HardTraining_NeedLevel","HardTraining_NeedCostId","HardTraining_NeedCostCount","HardTraining_NeedUseId01","HardTraining_NeedItem01Count","HardTraining_NeedUseId02","HardTraining_NeedItem02Count","HardTraining_NeedUseId03","HardTraining_NeedItem03Count","HardTraining_NeedUseId04","HardTraining_NeedItem04Count","HardTraining_Time","HardTraining_Pass_NeedUseId","HardTraining_Pass_NeedItem_UseTime","HardTraining_Succecs_ForceLevel"
"6004005","6004005","6004","5","48","40","49","40","50","40","51","40","30","100","2","3500000","701000104","80","701000204","80","701000304","40","701000404","20","0","0","30","6004006"
"6004006","6004006","6004","6","48","50","49","50","50","50","51","50","60","103","2","4000000","701000105","12","701000205","12","701000305","6","701000405","4","0","0","30","6004007"
"6004007","6004007","6004","7","48","60","49","60","50","60","51","60","120","106","2","4500000","701000105","24","701000205","24","701000305","12","701000405","8","0","0","30","6004008"
"6004008","6004008","6004","8","48","70","49","70","50","70","51","70","180","109","2","5000000","701000105","36","701000205","36","701000305","18","701000405","12","0","0","30","6004009"
"6004009","6004009","6004","9","48","80","49","80","50","80","51","80","240","112","2","5500000","701000105","48","701000205","48","701000305","24","701000405","16","0","0","30","6004010"
"6004010","6004010","6004","10","48","90","49","90","50","90","51","90","300","115","2","6000000","701000105","60","701000205","60","701000305","30","701000405","20","0","0","30","6004011"
"6004011","6004011","6004","11","48","100","49","100","50","100","51","100","360","118","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","6004012"
"6004012","6004012","6004","12","48","110","49","110","50","110","51","110","420","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6005001","6005001","6005","1","52","0","53","0","119","0","120","0","3","90","2","600000","701000104","6","701000204","6","701000304","3","701000404","2","0","0","30","6005002"
"6005002","6005002","6005","2","52","10","53","10","119","10","120","10","3","93","2","1200000","701000104","12","701000204","12","701000304","6","701000404","3","0","0","30","6005003"
"6005003","6005003","6005","3","52","20","53","20","119","20","120","20","5","96","2","1800000","701000104","20","701000204","20","701000304","10","701000404","5","0","0","30","6005004"
"6005004","6005004","6005","4","52","30","53","30","119","30","120","30","10","99","2","2800000","701000104","40","701000204","40","701000304","20","701000404","10","0","0","30","6005005"
"6005005","6005005","6005","5","52","40","53","40","119","40","120","40","30","102","2","3500000","701000104","80","701000204","80","701000304","40","701000404","20","0","0","30","6005006"
"6005006","6005006","6005","6","52","50","53","50","119","50","120","50","60","105","2","4000000","701000105","12","701000205","12","701000305","6","701000405","4","0","0","30","6005007"
"6005007","6005007","6005","7","52","60","53","60","119","60","120","60","120","108","2","4500000","701000105","24","701000205","24","701000305","12","701000405","8","0","0","30","6005008"
"6005008","6005008","6005","8","52","70","53","70","119","70","120","70","180","111","2","5000000","701000105","36","701000205","36","701000305","18","701000405","12","0","0","30","6005009"
"6005009","6005009","6005","9","52","80","53","80","119","80","120","80","240","114","2","5500000","701000105","48","701000205","48","701000305","24","701000405","16","0","0","30","6005010"
"6005010","6005010","6005","10","52","90","53","90","119","90","120","90","300","117","2","6000000","701000105","60","701000205","60","701000305","30","701000405","20","0","0","30","6005011"
"6005011","6005011","6005","11","52","100","53","100","119","100","120","100","360","120","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","6005012"
"6005012","6005012","6005","12","52","110","53","110","119","110","120","110","420","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6006001","6006001","6006","1","32","0","33","0","44","0","45","0","3","92","2","600000","701000104","6","701000204","6","701000304","3","701000404","2","0","0","30","6006002"
"6006002","6006002","6006","2","32","40","33","40","44","15","45","15","3","95","2","1200000","701000104","12","701000204","12","701000304","6","701000404","3","0","0","30","6006003"
"6006003","6006003","6006","3","32","80","33","80","44","30","45","30","5","98","2","1800000","701000104","20","701000204","20","701000304","10","701000404","5","0","0","30","6006004"
"6006004","6006004","6006","4","32","120","33","120","44","45","45","45","10","101","2","2800000","701000104","40","701000204","40","701000304","20","701000404","10","0","0","30","6006005"
"6006005","6006005","6006","5","32","160","33","160","44","60","45","60","30","104","2","3500000","701000104","80","701000204","80","701000304","40","701000404","20","0","0","30","6006006"
"6006006","6006006","6006","6","32","200","33","200","44","75","45","75","60","107","2","4000000","701000105","12","701000205","12","701000305","6","701000405","4","0","0","30","6006007"
"6006007","6006007","6006","7","32","240","33","240","44","90","45","90","120","110","2","4500000","701000105","24","701000205","24","701000305","12","701000405","8","0","0","30","6006008"
"6006008","6006008","6006","8","32","280","33","280","44","105","45","105","180","113","2","5000000","701000105","36","701000205","36","701000305","18","701000405","12","0","0","30","6006009"
"6006009","6006009","6006","9","32","320","33","320","44","120","45","120","240","116","2","5500000","701000105","48","701000205","48","701000305","24","701000405","16","0","0","30","6006010"
"6006010","6006010","6006","10","32","360","33","360","44","135","45","135","300","119","2","6000000","701000105","60","701000205","60","701000305","30","701000405","20","0","0","30","6006011"
"6006011","6006011","6006","11","32","400","33","400","44","150","45","150","300","122","2","7000000","701000105","72","701000205","72","701000305","36","701000405","24","0","0","30","6006012"
"6006012","6006012","6006","12","32","440","33","440","44","165","45","165","300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
