"Name","RowId","Class","Grade","Tier","MainType","SubType","SmeltingType","SmeltingCount","Attribute1Value","Attribute2Value","Attribute3Value","Attribute4Value","Attribute5Value","Attribute6Value"
"642312006","642312006","6","4","2","3","1","2","6","181","181","231","288","0","0"
"642312007","642312007","6","4","2","3","1","2","7","217","217","277","346","0","0"
"642312008","642312008","6","4","2","3","1","2","8","253","253","323","404","0","0"
"642312009","642312009","6","4","2","3","1","2","9","289","289","369","462","0","0"
"642312010","642312010","6","4","2","3","1","2","10","325","325","415","520","0","0"
"642312011","642312011","6","4","2","3","1","2","11","361","361","461","578","0","0"
"642312012","642312012","6","4","2","3","1","2","12","397","397","507","636","0","0"
"642322001","642322001","6","4","2","3","2","2","1","689","15","10","13","0","0"
"642322002","642322002","6","4","2","3","2","2","2","1378","30","20","26","0","0"
"642322003","642322003","6","4","2","3","2","2","3","2067","45","30","39","0","0"
"642322004","642322004","6","4","2","3","2","2","4","2756","60","40","52","0","0"
"642322005","642322005","6","4","2","3","2","2","5","3445","75","50","65","0","0"
"642322006","642322006","6","4","2","3","2","2","6","4306","94","63","81","0","0"
"642322007","642322007","6","4","2","3","2","2","7","5167","113","76","97","0","0"
"642322008","642322008","6","4","2","3","2","2","8","6028","132","89","113","0","0"
"642322009","642322009","6","4","2","3","2","2","9","6889","151","102","129","0","0"
"642322010","642322010","6","4","2","3","2","2","10","7750","170","115","145","0","0"
"642322011","642322011","6","4","2","3","2","2","11","8611","189","128","161","0","0"
"642322012","642322012","6","4","2","3","2","2","12","9472","208","141","177","0","0"
"642332001","642332001","6","4","2","3","3","2","1","345","13","37","10","0","0"
"642332002","642332002","6","4","2","3","3","2","2","690","26","74","20","0","0"
"642332003","642332003","6","4","2","3","3","2","3","1035","39","111","30","0","0"
"642332004","642332004","6","4","2","3","3","2","4","1380","52","148","40","0","0"
"642332005","642332005","6","4","2","3","3","2","5","1725","65","185","50","0","0"
"642332006","642332006","6","4","2","3","3","2","6","2156","81","231","63","0","0"
"642332007","642332007","6","4","2","3","3","2","7","2587","97","277","76","0","0"
"642332008","642332008","6","4","2","3","3","2","8","3018","113","323","89","0","0"
"642332009","642332009","6","4","2","3","3","2","9","3449","129","369","102","0","0"
"642332010","642332010","6","4","2","3","3","2","10","3880","145","415","115","0","0"
"642332011","642332011","6","4","2","3","3","2","11","4311","161","461","128","0","0"
"642332012","642332012","6","4","2","3","3","2","12","4742","177","507","141","0","0"
"642342001","642342001","6","4","2","3","4","2","1","345","15","13","10","0","0"
"642342002","642342002","6","4","2","3","4","2","2","690","30","26","20","0","0"
"642342003","642342003","6","4","2","3","4","2","3","1035","45","39","30","0","0"
"642342004","642342004","6","4","2","3","4","2","4","1380","60","52","40","0","0"
"642342005","642342005","6","4","2","3","4","2","5","1725","75","65","50","0","0"
"642342006","642342006","6","4","2","3","4","2","6","2156","94","81","63","0","0"
"642342007","642342007","6","4","2","3","4","2","7","2587","113","97","76","0","0"
"642342008","642342008","6","4","2","3","4","2","8","3018","132","113","89","0","0"
"642342009","642342009","6","4","2","3","4","2","9","3449","151","129","102","0","0"
"642342010","642342010","6","4","2","3","4","2","10","3880","170","145","115","0","0"
"642342011","642342011","6","4","2","3","4","2","11","4311","189","161","128","0","0"
"642342012","642342012","6","4","2","3","4","2","12","4742","208","177","141","0","0"
"643262001","643262001","6","4","3","2","6","2","1","63","14","31","0","0","0"
"643262002","643262002","6","4","3","2","6","2","2","126","28","62","0","0","0"
"643262003","643262003","6","4","3","2","6","2","3","189","42","93","0","0","0"
"643262004","643262004","6","4","3","2","6","2","4","252","56","124","0","0","0"
"643262005","643262005","6","4","3","2","6","2","5","315","70","155","0","0","0"
"643262006","643262006","6","4","3","2","6","2","6","394","88","194","0","0","0"
"643262007","643262007","6","4","3","2","6","2","7","473","106","233","0","0","0"
"643262008","643262008","6","4","3","2","6","2","8","552","124","272","0","0","0"
"643262009","643262009","6","4","3","2","6","2","9","631","142","311","0","0","0"
"643262010","643262010","6","4","3","2","6","2","10","710","160","350","0","0","0"
"643262011","643262011","6","4","3","2","6","2","11","789","178","389","0","0","0"
"643262012","643262012","6","4","3","2","6","2","12","868","196","428","0","0","0"
"643312001","643312001","6","4","3","3","1","2","1","32","32","40","50","0","0"
"643312002","643312002","6","4","3","3","1","2","2","64","64","80","100","0","0"
"643312003","643312003","6","4","3","3","1","2","3","96","96","120","150","0","0"
"643312004","643312004","6","4","3","3","1","2","4","128","128","160","200","0","0"
"643312005","643312005","6","4","3","3","1","2","5","160","160","200","250","0","0"
"643312006","643312006","6","4","3","3","1","2","6","200","200","250","313","0","0"
"643312007","643312007","6","4","3","3","1","2","7","240","240","300","376","0","0"
"643312008","643312008","6","4","3","3","1","2","8","280","280","350","439","0","0"
"643312009","643312009","6","4","3","3","1","2","9","320","320","400","502","0","0"
"643312010","643312010","6","4","3","3","1","2","10","360","360","450","565","0","0"
"643312011","643312011","6","4","3","3","1","2","11","400","400","500","628","0","0"
"643312012","643312012","6","4","3","3","1","2","12","440","440","550","691","0","0"
"643322001","643322001","6","4","3","3","2","2","1","744","16","11","14","0","0"
"643322002","643322002","6","4","3","3","2","2","2","1488","32","22","28","0","0"
"643322003","643322003","6","4","3","3","2","2","3","2232","48","33","42","0","0"
"643322004","643322004","6","4","3","3","2","2","4","2976","64","44","56","0","0"
"643322005","643322005","6","4","3","3","2","2","5","3720","80","55","70","0","0"
"643322006","643322006","6","4","3","3","2","2","6","4650","100","69","88","0","0"
"643322007","643322007","6","4","3","3","2","2","7","5580","120","83","106","0","0"
"643322008","643322008","6","4","3","3","2","2","8","6510","140","97","124","0","0"
"643322009","643322009","6","4","3","3","2","2","9","7440","160","111","142","0","0"
"643322010","643322010","6","4","3","3","2","2","10","8370","180","125","160","0","0"
"643322011","643322011","6","4","3","3","2","2","11","9300","200","139","178","0","0"
"643322012","643322012","6","4","3","3","2","2","12","10230","220","153","196","0","0"
"643332001","643332001","6","4","3","3","3","2","1","372","14","40","11","0","0"
"643332002","643332002","6","4","3","3","3","2","2","744","28","80","22","0","0"
"643332003","643332003","6","4","3","3","3","2","3","1116","42","120","33","0","0"
"643332004","643332004","6","4","3","3","3","2","4","1488","56","160","44","0","0"
"643332005","643332005","6","4","3","3","3","2","5","1860","70","200","55","0","0"
"643332006","643332006","6","4","3","3","3","2","6","2325","88","250","69","0","0"
"643332007","643332007","6","4","3","3","3","2","7","2790","106","300","83","0","0"
"643332008","643332008","6","4","3","3","3","2","8","3255","124","350","97","0","0"
"643332009","643332009","6","4","3","3","3","2","9","3720","142","400","111","0","0"
"643332010","643332010","6","4","3","3","3","2","10","4185","160","450","125","0","0"
"643332011","643332011","6","4","3","3","3","2","11","4650","178","500","139","0","0"
"643332012","643332012","6","4","3","3","3","2","12","5115","196","550","153","0","0"
"643342001","643342001","6","4","3","3","4","2","1","372","16","14","10","0","0"
"643342002","643342002","6","4","3","3","4","2","2","744","32","28","20","0","0"
"643342003","643342003","6","4","3","3","4","2","3","1116","48","42","30","0","0"
"643342004","643342004","6","4","3","3","4","2","4","1488","64","56","40","0","0"
"643342005","643342005","6","4","3","3","4","2","5","1860","80","70","50","0","0"
"643342006","643342006","6","4","3","3","4","2","6","2325","100","88","63","0","0"
"643342007","643342007","6","4","3","3","4","2","7","2790","120","106","76","0","0"
"643342008","643342008","6","4","3","3","4","2","8","3255","140","124","89","0","0"
"643342009","643342009","6","4","3","3","4","2","9","3720","160","142","102","0","0"
"643342010","643342010","6","4","3","3","4","2","10","4185","180","160","115","0","0"
"643342011","643342011","6","4","3","3","4","2","11","4650","200","178","128","0","0"
"643342012","643342012","6","4","3","3","4","2","12","5115","220","196","141","0","0"
"644262001","644262001","6","4","4","2","6","2","1","67","15","33","0","0","0"
"644262002","644262002","6","4","4","2","6","2","2","134","30","66","0","0","0"
"644262003","644262003","6","4","4","2","6","2","3","201","45","99","0","0","0"
"644262004","644262004","6","4","4","2","6","2","4","268","60","132","0","0","0"
"644262005","644262005","6","4","4","2","6","2","5","335","75","165","0","0","0"
"644262006","644262006","6","4","4","2","6","2","6","419","94","206","0","0","0"
"644262007","644262007","6","4","4","2","6","2","7","503","113","247","0","0","0"
"644262008","644262008","6","4","4","2","6","2","8","587","132","288","0","0","0"
"644262009","644262009","6","4","4","2","6","2","9","671","151","329","0","0","0"
"644262010","644262010","6","4","4","2","6","2","10","755","170","370","0","0","0"
"644262011","644262011","6","4","4","2","6","2","11","839","189","411","0","0","0"
"644262012","644262012","6","4","4","2","6","2","12","923","208","452","0","0","0"
"644312001","644312001","6","4","4","3","1","2","1","34","34","44","54","0","0"
"644312002","644312002","6","4","4","3","1","2","2","68","68","88","108","0","0"
"644312003","644312003","6","4","4","3","1","2","3","102","102","132","162","0","0"
"644312004","644312004","6","4","4","3","1","2","4","136","136","176","216","0","0"
"644312005","644312005","6","4","4","3","1","2","5","170","170","220","270","0","0"
"644312006","644312006","6","4","4","3","1","2","6","213","213","275","338","0","0"
"644312007","644312007","6","4","4","3","1","2","7","256","256","330","406","0","0"
"644312008","644312008","6","4","4","3","1","2","8","299","299","385","474","0","0"
"644312009","644312009","6","4","4","3","1","2","9","342","342","440","542","0","0"
"644312010","644312010","6","4","4","3","1","2","10","385","385","495","610","0","0"
"644312011","644312011","6","4","4","3","1","2","11","428","428","550","678","0","0"
"644312012","644312012","6","4","4","3","1","2","12","471","471","605","746","0","0"
"644322001","644322001","6","4","4","3","2","2","1","799","17","12","15","0","0"
"644322002","644322002","6","4","4","3","2","2","2","1598","34","24","30","0","0"
"644322003","644322003","6","4","4","3","2","2","3","2397","51","36","45","0","0"
"644322004","644322004","6","4","4","3","2","2","4","3196","68","48","60","0","0"
"644322005","644322005","6","4","4","3","2","2","5","3995","85","60","75","0","0"
"644322006","644322006","6","4","4","3","2","2","6","4994","106","75","94","0","0"
"644322007","644322007","6","4","4","3","2","2","7","5993","127","90","113","0","0"
"644322008","644322008","6","4","4","3","2","2","8","6992","148","105","132","0","0"
"644322009","644322009","6","4","4","3","2","2","9","7991","169","120","151","0","0"
"644322010","644322010","6","4","4","3","2","2","10","8990","190","135","170","0","0"
"644322011","644322011","6","4","4","3","2","2","11","9989","211","150","189","0","0"
"644322012","644322012","6","4","4","3","2","2","12","10988","232","165","208","0","0"
"644332001","644332001","6","4","4","3","3","2","1","399","15","44","12","0","0"
"644332002","644332002","6","4","4","3","3","2","2","798","30","88","24","0","0"
"644332003","644332003","6","4","4","3","3","2","3","1197","45","132","36","0","0"
"644332004","644332004","6","4","4","3","3","2","4","1596","60","176","48","0","0"
"644332005","644332005","6","4","4","3","3","2","5","1995","75","220","60","0","0"
"644332006","644332006","6","4","4","3","3","2","6","2494","94","275","75","0","0"
"644332007","644332007","6","4","4","3","3","2","7","2993","113","330","90","0","0"
"644332008","644332008","6","4","4","3","3","2","8","3492","132","385","105","0","0"
"644332009","644332009","6","4","4","3","3","2","9","3991","151","440","120","0","0"
"644332010","644332010","6","4","4","3","3","2","10","4490","170","495","135","0","0"
"644332011","644332011","6","4","4","3","3","2","11","4989","189","550","150","0","0"
"644332012","644332012","6","4","4","3","3","2","12","5488","208","605","165","0","0"
"644342001","644342001","6","4","4","3","4","2","1","399","17","15","11","0","0"
"644342002","644342002","6","4","4","3","4","2","2","798","34","30","22","0","0"
"644342003","644342003","6","4","4","3","4","2","3","1197","51","45","33","0","0"
"644342004","644342004","6","4","4","3","4","2","4","1596","68","60","44","0","0"
"644342005","644342005","6","4","4","3","4","2","5","1995","85","75","55","0","0"
"644342006","644342006","6","4","4","3","4","2","6","2494","106","94","69","0","0"
"644342007","644342007","6","4","4","3","4","2","7","2993","127","113","83","0","0"
"644342008","644342008","6","4","4","3","4","2","8","3492","148","132","97","0","0"
"644342009","644342009","6","4","4","3","4","2","9","3991","169","151","111","0","0"
"644342010","644342010","6","4","4","3","4","2","10","4490","190","170","125","0","0"
"644342011","644342011","6","4","4","3","4","2","11","4989","211","189","139","0","0"
"644342012","644342012","6","4","4","3","4","2","12","5488","232","208","153","0","0"
"651262001","651262001","6","5","1","2","6","2","1","82","19","42","42","0","0"
"651262002","651262002","6","5","1","2","6","2","2","164","38","84","84","0","0"
"651262003","651262003","6","5","1","2","6","2","3","246","57","126","126","0","0"
"651262004","651262004","6","5","1","2","6","2","4","328","76","168","168","0","0"
"651262005","651262005","6","5","1","2","6","2","5","410","95","210","210","0","0"
"651262006","651262006","6","5","1","2","6","2","6","513","119","263","263","0","0"
"651262007","651262007","6","5","1","2","6","2","7","616","143","316","316","0","0"
"651262008","651262008","6","5","1","2","6","2","8","719","167","369","369","0","0"
"651262009","651262009","6","5","1","2","6","2","9","822","191","422","422","0","0"
"651262010","651262010","6","5","1","2","6","2","10","925","215","475","475","0","0"
"651262011","651262011","6","5","1","2","6","2","11","1028","239","528","528","0","0"
"651262012","651262012","6","5","1","2","6","2","12","1131","263","581","581","0","0"
"651312001","651312001","6","5","1","3","1","2","1","43","43","56","69","69","0"
"651312002","651312002","6","5","1","3","1","2","2","86","86","112","138","138","0"
"651312003","651312003","6","5","1","3","1","2","3","129","129","168","207","207","0"
"651312004","651312004","6","5","1","3","1","2","4","172","172","224","276","276","0"
"651312005","651312005","6","5","1","3","1","2","5","215","215","280","345","345","0"
"651312006","651312006","6","5","1","3","1","2","6","269","269","350","431","431","0"
"651312007","651312007","6","5","1","3","1","2","7","323","323","420","517","517","0"
"651312008","651312008","6","5","1","3","1","2","8","377","377","490","603","603","0"
"651312009","651312009","6","5","1","3","1","2","9","431","431","560","689","689","0"
"651312010","651312010","6","5","1","3","1","2","10","485","485","630","775","775","0"
"651312011","651312011","6","5","1","3","1","2","11","539","539","700","861","861","0"
"651312012","651312012","6","5","1","3","1","2","12","593","593","770","947","947","0"
"651322001","651322001","6","5","1","3","2","2","1","994","22","15","19","15","0"
"651322002","651322002","6","5","1","3","2","2","2","1988","44","30","38","30","0"
"651322003","651322003","6","5","1","3","2","2","3","2982","66","45","57","45","0"
"651322004","651322004","6","5","1","3","2","2","4","3976","88","60","76","60","0"
"651322005","651322005","6","5","1","3","2","2","5","4970","110","75","95","75","0"
"651322006","651322006","6","5","1","3","2","2","6","6213","138","94","119","94","0"
"651322007","651322007","6","5","1","3","2","2","7","7456","166","113","143","113","0"
"651322008","651322008","6","5","1","3","2","2","8","8699","194","132","167","132","0"
"651322009","651322009","6","5","1","3","2","2","9","9942","222","151","191","151","0"
"651322010","651322010","6","5","1","3","2","2","10","11185","250","170","215","170","0"
"651322011","651322011","6","5","1","3","2","2","11","12428","278","189","239","189","0"
"651322012","651322012","6","5","1","3","2","2","12","13671","306","208","263","208","0"
"651332001","651332001","6","5","1","3","3","2","1","497","19","56","15","15","0"
"651332002","651332002","6","5","1","3","3","2","2","994","38","112","30","30","0"
"651332003","651332003","6","5","1","3","3","2","3","1491","57","168","45","45","0"
"651332004","651332004","6","5","1","3","3","2","4","1988","76","224","60","60","0"
"651332005","651332005","6","5","1","3","3","2","5","2485","95","280","75","75","0"
"651332006","651332006","6","5","1","3","3","2","6","3106","119","350","94","94","0"
"651332007","651332007","6","5","1","3","3","2","7","3727","143","420","113","113","0"
"651332008","651332008","6","5","1","3","3","2","8","4348","167","490","132","132","0"
"651332009","651332009","6","5","1","3","3","2","9","4969","191","560","151","151","0"
"651332010","651332010","6","5","1","3","3","2","10","5590","215","630","170","170","0"
"651332011","651332011","6","5","1","3","3","2","11","6211","239","700","189","189","0"
"651332012","651332012","6","5","1","3","3","2","12","6832","263","770","208","208","0"
"651342001","651342001","6","5","1","3","4","2","1","497","22","19","13","13","0"
"651342002","651342002","6","5","1","3","4","2","2","994","44","38","26","26","0"
"651342003","651342003","6","5","1","3","4","2","3","1491","66","57","39","39","0"
"651342004","651342004","6","5","1","3","4","2","4","1988","88","76","52","52","0"
"651342005","651342005","6","5","1","3","4","2","5","2485","110","95","65","65","0"
"651342006","651342006","6","5","1","3","4","2","6","3106","138","119","81","81","0"
"651342007","651342007","6","5","1","3","4","2","7","3727","166","143","97","97","0"
"651342008","651342008","6","5","1","3","4","2","8","4348","194","167","113","113","0"
"651342009","651342009","6","5","1","3","4","2","9","4969","222","191","129","129","0"
"651342010","651342010","6","5","1","3","4","2","10","5590","250","215","145","145","0"
"651342011","651342011","6","5","1","3","4","2","11","6211","278","239","161","161","0"
"651342012","651342012","6","5","1","3","4","2","12","6832","306","263","177","177","0"
"652262001","652262001","6","5","2","2","6","2","1","87","20","45","45","0","0"
"652262002","652262002","6","5","2","2","6","2","2","174","40","90","90","0","0"
"652262003","652262003","6","5","2","2","6","2","3","261","60","135","135","0","0"
"652262004","652262004","6","5","2","2","6","2","4","348","80","180","180","0","0"
"652262005","652262005","6","5","2","2","6","2","5","435","100","225","225","0","0"
"652262006","652262006","6","5","2","2","6","2","6","544","125","281","281","0","0"
"652262007","652262007","6","5","2","2","6","2","7","653","150","337","337","0","0"
"652262008","652262008","6","5","2","2","6","2","8","762","175","393","393","0","0"
"652262009","652262009","6","5","2","2","6","2","9","871","200","449","449","0","0"
"652262010","652262010","6","5","2","2","6","2","10","980","225","505","505","0","0"
"652262011","652262011","6","5","2","2","6","2","11","1089","250","561","561","0","0"
"652262012","652262012","6","5","2","2","6","2","12","1198","275","617","617","0","0"
"652312001","652312001","6","5","2","3","1","2","1","46","46","60","74","74","0"
"652312002","652312002","6","5","2","3","1","2","2","92","92","120","148","148","0"
"652312003","652312003","6","5","2","3","1","2","3","138","138","180","222","222","0"
"652312004","652312004","6","5","2","3","1","2","4","184","184","240","296","296","0"
"652312005","652312005","6","5","2","3","1","2","5","230","230","300","370","370","0"
"652312006","652312006","6","5","2","3","1","2","6","288","288","375","463","463","0"
"652312007","652312007","6","5","2","3","1","2","7","346","346","450","556","556","0"
"652312008","652312008","6","5","2","3","1","2","8","404","404","525","649","649","0"
"652312009","652312009","6","5","2","3","1","2","9","462","462","600","742","742","0"
"652312010","652312010","6","5","2","3","1","2","10","520","520","675","835","835","0"
"652312011","652312011","6","5","2","3","1","2","11","578","578","750","928","928","0"
"652312012","652312012","6","5","2","3","1","2","12","636","636","825","1021","1021","0"
"652322001","652322001","6","5","2","3","2","2","1","1056","23","16","20","16","0"
"652322002","652322002","6","5","2","3","2","2","2","2112","46","32","40","32","0"
"652322003","652322003","6","5","2","3","2","2","3","3168","69","48","60","48","0"
"652322004","652322004","6","5","2","3","2","2","4","4224","92","64","80","64","0"
"652322005","652322005","6","5","2","3","2","2","5","5280","115","80","100","80","0"
"652322006","652322006","6","5","2","3","2","2","6","6600","144","100","125","100","0"
"652322007","652322007","6","5","2","3","2","2","7","7920","173","120","150","120","0"
"652322008","652322008","6","5","2","3","2","2","8","9240","202","140","175","140","0"
"652322009","652322009","6","5","2","3","2","2","9","10560","231","160","200","160","0"
"652322010","652322010","6","5","2","3","2","2","10","11880","260","180","225","180","0"
"652322011","652322011","6","5","2","3","2","2","11","13200","289","200","250","200","0"
"652322012","652322012","6","5","2","3","2","2","12","14520","318","220","275","220","0"
"652332001","652332001","6","5","2","3","3","2","1","528","20","60","16","16","0"
"652332002","652332002","6","5","2","3","3","2","2","1056","40","120","32","32","0"
"652332003","652332003","6","5","2","3","3","2","3","1584","60","180","48","48","0"
"652332004","652332004","6","5","2","3","3","2","4","2112","80","240","64","64","0"
"652332005","652332005","6","5","2","3","3","2","5","2640","100","300","80","80","0"
"652332006","652332006","6","5","2","3","3","2","6","3300","125","375","100","100","0"
"652332007","652332007","6","5","2","3","3","2","7","3960","150","450","120","120","0"
"652332008","652332008","6","5","2","3","3","2","8","4620","175","525","140","140","0"
"652332009","652332009","6","5","2","3","3","2","9","5280","200","600","160","160","0"
"652332010","652332010","6","5","2","3","3","2","10","5940","225","675","180","180","0"
"652332011","652332011","6","5","2","3","3","2","11","6600","250","750","200","200","0"
"652332012","652332012","6","5","2","3","3","2","12","7260","275","825","220","220","0"
"652342001","652342001","6","5","2","3","4","2","1","528","23","20","13","13","0"
"652342002","652342002","6","5","2","3","4","2","2","1056","46","40","26","26","0"
"652342003","652342003","6","5","2","3","4","2","3","1584","69","60","39","39","0"
"652342004","652342004","6","5","2","3","4","2","4","2112","92","80","52","52","0"
"652342005","652342005","6","5","2","3","4","2","5","2640","115","100","65","65","0"
"652342006","652342006","6","5","2","3","4","2","6","3300","144","125","81","81","0"
"652342007","652342007","6","5","2","3","4","2","7","3960","173","150","97","97","0"
"652342008","652342008","6","5","2","3","4","2","8","4620","202","175","113","113","0"
"652342009","652342009","6","5","2","3","4","2","9","5280","231","200","129","129","0"
"652342010","652342010","6","5","2","3","4","2","10","5940","260","225","145","145","0"
"652342011","652342011","6","5","2","3","4","2","11","6600","289","250","161","161","0"
"652342012","652342012","6","5","2","3","4","2","12","7260","318","275","177","177","0"
"653262001","653262001","6","5","3","2","6","2","1","92","22","48","48","0","0"
"653262002","653262002","6","5","3","2","6","2","2","184","44","96","96","0","0"
"653262003","653262003","6","5","3","2","6","2","3","276","66","144","144","0","0"
"653262004","653262004","6","5","3","2","6","2","4","368","88","192","192","0","0"
"653262005","653262005","6","5","3","2","6","2","5","460","110","240","240","0","0"
"653262006","653262006","6","5","3","2","6","2","6","575","138","300","300","0","0"
"653262007","653262007","6","5","3","2","6","2","7","690","166","360","360","0","0"
"653262008","653262008","6","5","3","2","6","2","8","805","194","420","420","0","0"
"653262009","653262009","6","5","3","2","6","2","9","920","222","480","480","0","0"
"653262010","653262010","6","5","3","2","6","2","10","1035","250","540","540","0","0"
"653262011","653262011","6","5","3","2","6","2","11","1150","278","600","600","0","0"
"653262012","653262012","6","5","3","2","6","2","12","1265","306","660","660","0","0"
"653312001","653312001","6","5","3","3","1","2","1","49","49","63","79","79","0"
"653312002","653312002","6","5","3","3","1","2","2","98","98","126","158","158","0"
"653312003","653312003","6","5","3","3","1","2","3","147","147","189","237","237","0"
"653312004","653312004","6","5","3","3","1","2","4","196","196","252","316","316","0"
"653312005","653312005","6","5","3","3","1","2","5","245","245","315","395","395","0"
"653312006","653312006","6","5","3","3","1","2","6","306","306","394","494","494","0"
"653312007","653312007","6","5","3","3","1","2","7","367","367","473","593","593","0"
"653312008","653312008","6","5","3","3","1","2","8","428","428","552","692","692","0"
"653312009","653312009","6","5","3","3","1","2","9","489","489","631","791","791","0"
"653312010","653312010","6","5","3","3","1","2","10","550","550","710","890","890","0"
"653312011","653312011","6","5","3","3","1","2","11","611","611","789","989","989","0"
"653312012","653312012","6","5","3","3","1","2","12","672","672","868","1088","1088","0"
"653322001","653322001","6","5","3","3","2","2","1","1118","25","17","22","17","0"
"653322002","653322002","6","5","3","3","2","2","2","2236","50","34","44","34","0"
"653322003","653322003","6","5","3","3","2","2","3","3354","75","51","66","51","0"
"653322004","653322004","6","5","3","3","2","2","4","4472","100","68","88","68","0"
"653322005","653322005","6","5","3","3","2","2","5","5590","125","85","110","85","0"
"653322006","653322006","6","5","3","3","2","2","6","6988","156","106","138","106","0"
"653322007","653322007","6","5","3","3","2","2","7","8386","187","127","166","127","0"
"653322008","653322008","6","5","3","3","2","2","8","9784","218","148","194","148","0"
"653322009","653322009","6","5","3","3","2","2","9","11182","249","169","222","169","0"
"653322010","653322010","6","5","3","3","2","2","10","12580","280","190","250","190","0"
"653322011","653322011","6","5","3","3","2","2","11","13978","311","211","278","211","0"
"653322012","653322012","6","5","3","3","2","2","12","15376","342","232","306","232","0"
"653332001","653332001","6","5","3","3","3","2","1","559","22","63","17","17","0"
"653332002","653332002","6","5","3","3","3","2","2","1118","44","126","34","34","0"
"653332003","653332003","6","5","3","3","3","2","3","1677","66","189","51","51","0"
"653332004","653332004","6","5","3","3","3","2","4","2236","88","252","68","68","0"
"653332005","653332005","6","5","3","3","3","2","5","2795","110","315","85","85","0"
"653332006","653332006","6","5","3","3","3","2","6","3494","138","394","106","106","0"
"653332007","653332007","6","5","3","3","3","2","7","4193","166","473","127","127","0"
"653332008","653332008","6","5","3","3","3","2","8","4892","194","552","148","148","0"
"653332009","653332009","6","5","3","3","3","2","9","5591","222","631","169","169","0"
"653332010","653332010","6","5","3","3","3","2","10","6290","250","710","190","190","0"
"653332011","653332011","6","5","3","3","3","2","11","6989","278","789","211","211","0"
"653332012","653332012","6","5","3","3","3","2","12","7688","306","868","232","232","0"
"653342001","653342001","6","5","3","3","4","2","1","559","25","22","14","14","0"
"653342002","653342002","6","5","3","3","4","2","2","1118","50","44","28","28","0"
"653342003","653342003","6","5","3","3","4","2","3","1677","75","66","42","42","0"
"653342004","653342004","6","5","3","3","4","2","4","2236","100","88","56","56","0"
"653342005","653342005","6","5","3","3","4","2","5","2795","125","110","70","70","0"
"653342006","653342006","6","5","3","3","4","2","6","3494","156","138","88","88","0"
"653342007","653342007","6","5","3","3","4","2","7","4193","187","166","106","106","0"
"653342008","653342008","6","5","3","3","4","2","8","4892","218","194","124","124","0"
"653342009","653342009","6","5","3","3","4","2","9","5591","249","222","142","142","0"
"653342010","653342010","6","5","3","3","4","2","10","6290","280","250","160","160","0"
"653342011","653342011","6","5","3","3","4","2","11","6989","311","278","178","178","0"
"653342012","653342012","6","5","3","3","4","2","12","7688","342","306","196","196","0"
"654262001","654262001","6","5","4","2","6","2","1","97","23","51","51","0","0"
"654262002","654262002","6","5","4","2","6","2","2","194","46","102","102","0","0"
"654262003","654262003","6","5","4","2","6","2","3","291","69","153","153","0","0"
"654262004","654262004","6","5","4","2","6","2","4","388","92","204","204","0","0"
"654262005","654262005","6","5","4","2","6","2","5","485","115","255","255","0","0"
"654262006","654262006","6","5","4","2","6","2","6","606","144","319","319","0","0"
"654262007","654262007","6","5","4","2","6","2","7","727","173","383","383","0","0"
"654262008","654262008","6","5","4","2","6","2","8","848","202","447","447","0","0"
"654262009","654262009","6","5","4","2","6","2","9","969","231","511","511","0","0"
"654262010","654262010","6","5","4","2","6","2","10","1090","260","575","575","0","0"
"654262011","654262011","6","5","4","2","6","2","11","1211","289","639","639","0","0"
"654262012","654262012","6","5","4","2","6","2","12","1332","318","703","703","0","0"
"654312001","654312001","6","5","4","3","1","2","1","52","52","67","84","84","0"
"654312002","654312002","6","5","4","3","1","2","2","104","104","134","168","168","0"
"654312003","654312003","6","5","4","3","1","2","3","156","156","201","252","252","0"
"654312004","654312004","6","5","4","3","1","2","4","208","208","268","336","336","0"
"654312005","654312005","6","5","4","3","1","2","5","260","260","335","420","420","0"
"654312006","654312006","6","5","4","3","1","2","6","325","325","419","525","525","0"
"654312007","654312007","6","5","4","3","1","2","7","390","390","503","630","630","0"
"654312008","654312008","6","5","4","3","1","2","8","455","455","587","735","735","0"
"654312009","654312009","6","5","4","3","1","2","9","520","520","671","840","840","0"
"654312010","654312010","6","5","4","3","1","2","10","585","585","755","945","945","0"
"654312011","654312011","6","5","4","3","1","2","11","650","650","839","1050","1050","0"
"654312012","654312012","6","5","4","3","1","2","12","715","715","923","1155","1155","0"
"654322001","654322001","6","5","4","3","2","2","1","1181","26","18","23","18","0"
"654322002","654322002","6","5","4","3","2","2","2","2362","52","36","46","36","0"
"654322003","654322003","6","5","4","3","2","2","3","3543","78","54","69","54","0"
"654322004","654322004","6","5","4","3","2","2","4","4724","104","72","92","72","0"
"654322005","654322005","6","5","4","3","2","2","5","5905","130","90","115","90","0"
"654322006","654322006","6","5","4","3","2","2","6","7381","163","113","144","113","0"
"654322007","654322007","6","5","4","3","2","2","7","8857","196","136","173","136","0"
"654322008","654322008","6","5","4","3","2","2","8","10333","229","159","202","159","0"
"654322009","654322009","6","5","4","3","2","2","9","11809","262","182","231","182","0"
"654322010","654322010","6","5","4","3","2","2","10","13285","295","205","260","205","0"
"654322011","654322011","6","5","4","3","2","2","11","14761","328","228","289","228","0"
"654322012","654322012","6","5","4","3","2","2","12","16237","361","251","318","251","0"
"654332001","654332001","6","5","4","3","3","2","1","590","23","67","18","18","0"
