"Name","BuffId","ActEffect","BuffEffect","EffectSocket","EffectSocket_Type","ExtinctionEffect","ExtinctionEffectSocket","BuffEffectScale","EffectHeight","BuffName","BuffExplain","Icon","Icon_Big","ShowDamageFont","PetBuff_IconId","PetId","BuffUseType","ApplyType","BuffTarget","UpdateRule","KeepType_Die","KeepType_StageOut","KeepType_LogOut","BuffArmorType","Buffprobability","BuffOverlap","OverLapCallGroupID","BuffAttackID","TimeType","BuffType","IsHideRemainTime","BuffTime","LevelUpBuffTime","BuffIndexType_1","BuffIndex_1","BuffValue_1","LevelUpBuffValue_1","BuffValueEx_1","BuffIndexType_2","BuffIndex_2","BuffValue_2","LevelUpBuffValue_2","BuffValueEx_2","BuffIndexType_3","BuffIndex_3","BuffValue_3","LevelUpBuffValue_3","BuffValueEx_3","MaterialPath","Emissive_Dcolor","Fresnel_Exponenth","Fresnel_BaseReflect","PassiveID","detachBuffID","AppearBuff","CalculateType_1","CalculateType_2","CalculateType_3","ShowDamageLog"
"1440003","1440003","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","0","0","0","0","0","0","1000","0","0","0","0","1","0","8","0","3","4008","100101","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440004","1440004","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","8","0","3","4008","100102","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440005","1440005","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","8","0","3","4008","100103","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440101","1440101","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","7","0","3","4008","100201","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440102","1440102","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","7","0","3","4008","100202","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440103","1440103","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","7","0","3","4008","100203","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440201","1440201","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","5","0","3","4008","100301","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440202","1440202","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","0","0","0","0","0","0","1000","0","0","0","0","1","0","5","0","3","4008","100301","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440203","1440203","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","11","0","3","4008","100302","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440204","1440204","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","6","0","3","4008","100303","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440301","1440301","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","10","0","3","4008","100401","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440302","1440302","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","10","0","3","4008","100402","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440303","1440303","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","0","0","0","0","0","0","1000","0","0","0","0","1","0","10","0","3","4008","100403","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440304","1440304","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","10","0","3","4008","100401","0","3","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440305","1440305","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","10","0","3","4008","100402","0","3","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440306","1440306","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","0","0","0","0","0","0","1000","0","0","0","0","1","0","10","0","3","4008","100404","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440307","1440307","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","0","0","0","0","0","0","1000","0","0","0","0","1","0","10","0","3","4008","100405","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440308","1440308","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","10","0","3","4008","100406","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440309","1440309","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","0","0","0","0","0","0","1000","0","0","0","0","1","0","10","0","3","4008","100406","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440310","1440310","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","10","0","3","4008","100407","0","3","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440311","1440311","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","10","0","3","4008","100407","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440401","1440401","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","3","0","3","4008","100501","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440402","1440402","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","3","0","3","4008","100502","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440403","1440403","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","0","0","0","0","0","0","1000","0","0","0","0","1","0","3","0","3","4008","100501","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440501","1440501","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","4","0","3","4008","100601","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440502","1440502","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","4","0","3","4008","100603","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440503","1440503","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","4","0","3","4008","100601","0","7","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440601","1440601","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","4","0","3","4008","100701","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440602","1440602","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","6","0","3","4008","100702","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440603","1440603","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","4","0","3","4008","100701","0","3","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440604","1440604","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","6","0","3","4008","100702","0","3","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440605","1440605","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","0","0","0","0","0","0","1000","0","0","0","0","1","0","4","0","3","4008","100704","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440606","1440606","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","0","0","0","0","0","0","1000","0","0","0","0","1","0","6","0","3","4008","100702","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440607","1440607","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","6","0","3","4008","100702","0","5","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440608","1440608","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","6","0","3","4008","100702","0","10","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440701","1440701","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","11","0","3","4008","100801","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440702","1440702","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","11","0","3","4008","100802","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440703","1440703","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","6","0","3","4008","100803","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440704","1440704","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","11","0","3","4008","100804","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440705","1440705","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","11","0","3","4008","100801","0","3","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440706","1440706","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","11","0","3","4008","100802","0","3","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440707","1440707","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","6","0","3","4008","100803","0","3","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440708","1440708","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","11","0","3","4008","100804","0","3","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440709","1440709","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","0","0","0","0","0","0","1000","0","0","0","0","1","0","11","0","3","4008","100805","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440710","1440710","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","11","0","3","4008","100806","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440711","1440711","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","0","0","0","0","0","0","1000","0","0","0","0","1","0","11","0","3","4008","100806","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440712","1440712","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","0","0","0","0","0","0","1000","0","0","0","0","1","0","11","0","3","4008","100807","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440713","1440713","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","0","0","0","0","0","0","1000","0","0","0","0","1","0","11","0","3","4008","100808","0","5","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440714","1440714","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","11","0","3","4008","100809","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440715","1440715","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","11","0","3","4008","100810","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440716","1440716","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","0","0","0","0","0","0","1000","0","0","0","0","1","0","11","0","3","4008","100810","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440801","1440801","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","30","0","3","4008","100901","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1440901","1440901","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","0","0","0","0","0","0","1000","0","0","0","0","1","0","3","0","3","4008","12072","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1441001","1441001","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","0","0","0","0","0","0","1000","0","0","0","0","1","0","3","0","3","4008","12261","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"1441101","1441101","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","6","0","3","4008","101001","0","10","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"2000000","2000000","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","0","1","0","0","0","0","1000","0","0","0","0","1","0","3","0","1","96","800000","0","0","1","16","-75","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","1","0","0"
"2000001","2000001","2050103","0","Buff_Top","3","0","0","1","60","330040","340050","341013","0","1","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","3600","0","1","74","1500","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"2000002","2000002","2050103","0","Buff_Top","3","0","0","1","60","330040","340050","341013","0","1","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","1","74","30000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"2000010","2000010","2050109","0","Root","1","0","0","1","0","330041","2610248","341016","0","1","(0,0)","0","1","1","0","0","0","0","0","0","1000","20","0","0","0","1","0","60","0","1","75","-500","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"2000012","2000012","0","0","0","0","0","0","1","0","330042","340042","341013","0","1","(0,0)","0","1","0","1","0","0","0","0","0","1000","99","0","0","0","1","0","0","0","1","21","1000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"2000013","2000013","0","0","0","0","0","0","1","0","330043","340043","341008","0","1","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","3.8","0","3","4005","0","0","0","3","4004","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"2000014","2000014","0","0","0","0","0","0","1","0","330044","340044","341008","0","1","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","5.6","0","3","4005","0","0","0","3","4004","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"2000101","2000101","2050106","0","Root","1","0","0","1","0","330045","340045","341011","0","0","(0,0)","0","1","0","0","0","0","0","0","0","1000","0","0","0","0","0","0","1","0","2","2022","50","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"2000201","2000201","2050106","0","Root","1","0","0","1","0","330045","340045","341011","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","2","0","30","0","2","2022","50","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"2000202","2000202","0","0","0","0","0","0","1","0","330042","340050","341013","0","1","(0,0)","0","1","0","1","0","0","0","0","0","1000","99","0","0","0","1","0","900","0","1","74","1000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"2000301","2000301","0","0","Root","1","0","0","0.3","0","330042","340601","341013","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","1","74","500","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"2000302","2000302","0","0","Root","1","0","0","0.3","0","330042","340602","341013","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","1","74","1000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"2000303","2000303","0","0","Root","1","0","0","0.3","0","330042","340603","341013","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","1","74","1500","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"2000304","2000304","0","0","Root","1","0","0","0.3","0","330042","340604","341013","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","1","74","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"2000305","2000305","0","0","Root","1","0","0","0.3","0","330042","340605","341013","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","1","74","2500","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"2000306","2000306","0","0","Root","1","0","0","0.3","0","330042","340606","341013","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","1","74","3000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"2000307","2000307","0","0","Root","1","0","0","0.3","0","330042","340607","341013","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","1","74","3500","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"2000308","2000308","0","0","Root","1","0","0","0.3","0","330042","340608","341013","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","1","74","4000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"2000309","2000309","0","0","Root","1","0","0","0.3","0","330042","340609","341013","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","1","74","4500","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"2000310","2000310","0","0","Root","1","0","0","0.3","0","330042","340610","341013","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","1","74","5000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"2000401","2000401","0","0","Root","1","0","0","0.3","0","330042","340613","341013","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","50","0","0","0","1","0","0","0","1","74","200","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"2000402","2000402","0","0","Root","1","0","0","0.3","0","330042","340613","341013","0","0","(0,0)","0","1","2","1","0","0","0","0","0","1000","50","0","0","0","1","0","0","0","1","74","200","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"2000501","2000501","0","0","0","0","0","0","1","0","2600232","2610251","341022","0","0","(0,0)","0","1","2","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","1","46","500","0","0","1","75","800","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"2000502","2000502","0","0","0","0","0","0","1","0","2600232","2610252","341022","0","0","(0,0)","0","1","2","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"2001201","2001201","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","3","4009","100003","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"2001202","2001202","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","1","0","0","0","0","0","0","1000","0","0","0","0","0","0","1","0","2","2006","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"2001203","2001203","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","3","4009","100004","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"2001301","2001301","0","0","0","0","0","0","1","0","0","0","0","0","0","(0,0)","0","1","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","180","0","3","4009","1000998","0","1","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","0","0","0","0"
"2001302","2001302","2050103","0","Buff_Top","3","0","0","1","60","330040","340050","341013","0","1","(0,0)","0","1","0","0","0","0","0","0","0","1000","99","0","0","0","1","0","180","0","1","74","10000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"2002101","2002101","0","0","0","0","0","0","1","0","330116","340131","341015","0","0","(0,0)","0","0","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","1","25","1000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"2002102","2002102","0","0","0","0","0","0","1","0","330116","340132","341015","0","0","(0,0)","0","0","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","1","25","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"2002103","2002103","0","0","0","0","0","0","1","0","330116","340133","341015","0","0","(0,0)","0","0","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","1","25","3000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"2002104","2002104","0","0","0","0","0","0","1","0","330116","340134","341015","0","0","(0,0)","0","0","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","1","25","4000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"2002105","2002105","0","0","0","0","0","0","1","0","330116","340135","341015","0","0","(0,0)","0","0","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","1","25","5000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"2002112","2002112","0","0","0","0","0","0","1","0","330117","340142","341046","0","0","(0,0)","0","0","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","3","4024","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"2002113","2002113","0","0","0","0","0","0","1","0","330117","340143","341046","0","0","(0,0)","0","0","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","3","4024","3000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"2002114","2002114","0","0","0","0","0","0","1","0","330117","340144","341046","0","0","(0,0)","0","0","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","3","4024","4000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
"2002115","2002115","0","0","0","0","0","0","1","0","330117","340145","341046","0","0","(0,0)","0","0","0","1","0","0","0","0","0","1000","0","0","0","0","1","0","0","0","3","4024","5000","0","0","0","0","0","0","0","0","0","0","0","0","0","(0,0,0)","0","0","(0)","(0)","0","1","0","0","0"
