"Name","BuildingStepId","GreatBuildingId","BuildingStep","BuildingCombat","AchievementIdCondition01","AchievementIdConditionString01","AchievementIdContentsId01","AchievementIdCondition02","AchievementIdConditionString02","AchievementIdContentsId02","AchievementIdCondition03","AchievementIdConditionString03","AchievementIdContentsId03","ManufactureType","ManufactureKind","ManufactureNum","BuildingIdCondition01","BuildingIdCondition02","BuildingIdCondition03","NeedType01","NeedID01","NeedUseID01","NeedCount01","NeedType02","NeedID02","NeedUseID02","NeedCount02","NeedType03","NeedID03","NeedUseID03","NeedCount03","NeedType04","NeedID04","NeedUseID04","NeedCount04","UpgradeTime","GuildHelpTime","ClassType","EffectType01","EffectValue01","EffectNum01","EffectString01","EffectIcon01","EffectType02","EffectValue02","EffectNum02","EffectString02","EffectIcon02","EffectType03","EffectValue03","EffectNum03","EffectString03","EffectIcon03","EffectType04","EffectValue04","EffectNum04","EffectString04","EffectIcon04"
"9000014","9000014","9000000","14","438","98007214","1415236","0","98007414","1415164","0","98001015","1415102","0","0","0","0","1000014","5000013","8000013","1","2","2","405000","1","12","12","121500","1","11","11","81000","1","0","0","0","1101600","60","1","5","(20,0,20,20,20,0)","(280,0,280,280,280,0)","(500001,0,500001,500001,500001,0)","(120001,0,120001,120001,120001,0)","5","(0,22,22,0,22,22)","(0,280,280,0,280,280)","(0,500002,500002,0,500002,500002)","(0,120002,120002,0,120002,120002)","6","(0)","(0)","(5000059)","(0)","0","(0)","(0)","(0)","(0)"
"9000015","9000015","9000000","15","472","98007215","1415237","0","98007015","1415133","0","98001016","1415102","0","0","0","0","1000015","4000014","5000014","1","2","2","495000","1","12","12","148500","1","11","11","99000","1","0","0","0","1555200","60","1","5","(20,0,20,20,20,0)","(300,0,300,300,300,0)","(500001,0,500001,500001,500001,0)","(120001,0,120001,120001,120001,0)","5","(0,22,22,0,22,22)","(0,300,300,0,300,300)","(0,500002,500002,0,500002,500002)","(0,120002,120002,0,120002,120002)","6","(0)","(0)","(5000059)","(0)","0","(0)","(0)","(0)","(0)"
"9000016","9000016","9000000","16","542","98007216","1415256","0","98007217","1415257","0","98001017","1415102","0","0","0","0","1000016","4000015","5000015","1","2","2","650000","1","12","12","195000","1","11","11","130000","1","0","0","0","1641600","60","1","5","(20,0,20,20,20,0)","(320,0,320,320,320,0)","(500001,0,500001,500001,500001,0)","(120001,0,120001,120001,120001,0)","5","(0,22,22,0,22,22)","(0,320,320,0,320,320)","(0,500002,500002,0,500002,500002)","(0,120002,120002,0,120002,120002)","6","(0)","(0)","(5000059)","(0)","0","(0)","(0)","(0)","(0)"
"9000017","9000017","9000000","17","616","98007218","1415258","0","98007219","1415259","0","98001018","1415102","0","0","0","0","1000017","4000016","8000016","1","2","2","750000","1","12","12","225000","1","11","11","150000","1","0","0","0","1728000","60","1","5","(20,0,20,20,20,0)","(340,0,340,340,340,0)","(500001,0,500001,500001,500001,0)","(120001,0,120001,120001,120001,0)","5","(0,22,22,0,22,22)","(0,340,340,0,340,340)","(0,500002,500002,0,500002,500002)","(0,120002,120002,0,120002,120002)","6","(0)","(0)","(5000059)","(0)","0","(0)","(0)","(0)","(0)"
"9000018","9000018","9000000","18","692","98007220","1415278","0","98007221","1415279","0","98001019","1415102","0","0","0","0","1000018","0","0","1","2","2","1500000","1","12","12","450000","1","11","11","300000","1","0","0","0","1814400","60","1","5","(20,0,20,20,20,0)","(360,0,360,360,360,0)","(500001,0,500001,500001,500001,0)","(120001,0,120001,120001,120001,0)","5","(0,22,22,0,22,22)","(0,360,360,0,360,360)","(0,500002,500002,0,500002,500002)","(0,120002,120002,0,120002,120002)","6","(0)","(0)","(5000059)","(0)","0","(0)","(0)","(0)","(0)"
"9000019","9000019","9000000","19","770","98007222","1415280","0","98007223","1415281","0","98001020","1415102","0","0","0","0","1000019","0","0","1","2","2","2500000","1","12","12","750000","1","11","11","500000","1","0","0","0","1900800","60","1","5","(20,0,20,20,20,0)","(380,0,380,380,380,0)","(500001,0,500001,500001,500001,0)","(120001,0,120001,120001,120001,0)","5","(0,22,22,0,22,22)","(0,380,380,0,380,380)","(0,500002,500002,0,500002,500002)","(0,120002,120002,0,120002,120002)","6","(0)","(0)","(5000059)","(0)","0","(0)","(0)","(0)","(0)"
"9000020","9000020","9000000","20","851","98007224","1415300","0","98007225","1415301","0","0","0","0","0","0","0","1000020","0","0","1","2","2","3750000","1","12","12","1125000","1","11","11","750000","1","0","0","0","1987200","60","1","5","(20,0,20,20,20,0)","(400,0,400,400,400,0)","(500001,0,500001,500001,500001,0)","(120001,0,120001,120001,120001,0)","5","(0,22,22,0,22,22)","(0,400,400,0,400,400)","(0,500002,500002,0,500002,500002)","(0,120002,120002,0,120002,120002)","6","(0)","(0)","(5000059)","(0)","0","(0)","(0)","(0)","(0)"
"9000021","9000021","9000000","21","933","98007226","1415302","0","98007227","1415303","0","0","0","0","0","0","0","1000021","0","0","1","2","2","5000000","1","12","12","1500000","1","11","11","1000000","1","0","0","0","2073600","60","1","5","(20,0,20,20,20,0)","(420,0,420,420,420,0)","(500001,0,500001,500001,500001,0)","(120001,0,120001,120001,120001,0)","5","(0,22,22,0,22,22)","(0,420,420,0,420,420)","(0,500002,500002,0,500002,500002)","(0,120002,120002,0,120002,120002)","6","(0)","(0)","(5000059)","(0)","0","(0)","(0)","(0)","(0)"
"9000022","9000022","9000000","22","1018","98007228","1415347","0","98007229","1415348","0","0","0","0","0","0","0","1000022","0","0","1","2","2","7500000","1","12","12","2250000","1","11","11","1500000","1","0","0","0","2160000","60","1","5","(20,0,20,20,20,0)","(440,0,440,440,440,0)","(500001,0,500001,500001,500001,0)","(120001,0,120001,120001,120001,0)","5","(0,22,22,0,22,22)","(0,440,440,0,440,440)","(0,500002,500002,0,500002,500002)","(0,120002,120002,0,120002,120002)","6","(0)","(0)","(5000059)","(0)","0","(0)","(0)","(0)","(0)"
"9000023","9000023","9000000","23","1105","98007230","1415349","0","98007231","1415350","0","0","0","0","0","0","0","1000023","0","0","1","2","2","10000000","1","12","12","3000000","1","11","11","2000000","1","0","0","0","2246400","60","1","5","(20,0,20,20,20,0)","(460,0,460,460,460,0)","(500001,0,500001,500001,500001,0)","(120001,0,120001,120001,120001,0)","5","(0,22,22,0,22,22)","(0,460,460,0,460,460)","(0,500002,500002,0,500002,500002)","(0,120002,120002,0,120002,120002)","6","(0)","(0)","(5000059)","(0)","0","(0)","(0)","(0)","(0)"
"9000024","9000024","9000000","24","1193","98007501","1415362","0","98007601","1416625","0","0","0","0","0","0","0","1000024","0","0","1","2","2","14000000","1","12","12","4200000","1","11","11","2800000","1","0","0","0","2332800","60","1","5","(20,0,20,20,20,0)","(480,0,480,480,480,0)","(500001,0,500001,500001,500001,0)","(120001,0,120001,120001,120001,0)","5","(0,22,22,0,22,22)","(0,480,480,0,480,480)","(0,500002,500002,0,500002,500002)","(0,120002,120002,0,120002,120002)","6","(0)","(0)","(5000059)","(0)","0","(0)","(0)","(0)","(0)"
"9000025","9000025","9000000","25","1375","98007502","1415361","0","98007602","1416626","0","0","0","0","0","0","0","1000025","0","0","1","2","2","21000000","1","12","12","6300000","1","11","11","4200000","1","0","0","0","2419200","60","1","5","(20,0,20,20,20,0)","(500,0,500,500,500,0)","(500001,0,500001,500001,500001,0)","(120001,0,120001,120001,120001,0)","5","(0,22,22,0,22,22)","(0,500,500,0,500,500)","(0,500002,500002,0,500002,500002)","(0,120002,120002,0,120002,120002)","6","(0)","(0)","(5000059)","(0)","0","(0)","(0)","(0)","(0)"
"10000001","10000001","10000000","1","21","98001009","1415102","0","98009209","1416136","0","0","0","0","2","1403200001","1","9000007","0","0","1","2","2","1000","1","12","12","1000","1","11","11","1000","1","0","0","0","3","60","0","6","(5000104)","(1)","(5000103)","(0)","5","(28)","(2)","(510028)","(120011)","5","(29)","(2)","(510029)","(120012)","0","(0)","(0)","(0)","(0)"
"10000002","10000002","10000000","2","27","98011101","1415306","0","0","0","0","0","0","0","2","1403200001","2","1000008","3000008","9000008","1","2","2","72000","1","12","12","57600","1","11","11","14400","1","0","0","0","18000","60","0","6","(5000105)","(1)","(5000103)","(0)","5","(28)","(4)","(510028)","(120011)","5","(29)","(4)","(510029)","(120012)","0","(0)","(0)","(0)","(0)"
"10000003","10000003","10000000","3","34","98011201","1415307","0","0","0","0","0","0","0","2","1403200001","5","1000009","3000009","9000009","1","2","2","99000","1","12","12","79200","1","11","11","19800","1","0","0","0","54000","60","0","6","(5000106)","(1)","(5000103)","(0)","5","(28)","(6)","(510028)","(120011)","5","(29)","(6)","(510029)","(120012)","0","(0)","(0)","(0)","(0)"
"10000004","10000004","10000000","4","41","98011301","1415308","0","0","0","0","0","0","0","2","1403200001","6","1000010","3000010","9000010","1","2","2","135000","1","12","12","108000","1","11","11","27000","1","0","0","0","108000","60","0","6","(5000107)","(1)","(5000103)","(0)","5","(28)","(8)","(510028)","(120011)","5","(29)","(8)","(510029)","(120012)","0","(0)","(0)","(0)","(0)"
"10000005","10000005","10000000","5","49","98011401","1415309","0","98009212","1416137","0","0","0","0","2","1403200001","7","1000011","3000011","9000011","1","2","2","202500","1","12","12","162000","1","11","11","40500","1","0","0","0","216000","60","0","6","(5000108)","(1)","(5000103)","(0)","5","(28)","(10)","(510028)","(120011)","5","(29)","(10)","(510029)","(120012)","0","(0)","(0)","(0)","(0)"
"10000006","10000006","10000000","6","58","98011501","1415310","0","0","0","0","0","0","0","2","1403200001","10","1000012","3000012","9000012","1","2","2","270000","1","12","12","216000","1","11","11","54000","1","0","0","0","432000","60","0","6","(5000109)","(1)","(5000103)","(0)","5","(28)","(12)","(510028)","(120011)","5","(29)","(12)","(510029)","(120012)","0","(0)","(0)","(0)","(0)"
"10000007","10000007","10000000","7","67","98011001","1415311","0","98011002","1415313","0","0","0","0","2","1403200001","11","1000013","3000013","9000013","1","2","2","337500","1","12","12","270000","1","11","11","67500","1","0","0","0","734400","60","0","6","(5000110)","(1)","(5000103)","(0)","5","(28)","(14)","(510028)","(120011)","5","(29)","(14)","(510029)","(120012)","0","(0)","(0)","(0)","(0)"
"10000008","10000008","10000000","8","77","98011003","1415312","0","98011004","1415314","0","0","0","0","2","1403200001","12","1000014","3000014","9000014","1","2","2","405000","1","12","12","324000","1","11","11","81000","1","0","0","0","1101600","60","0","6","(5000111)","(1)","(5000103)","(0)","5","(28)","(16)","(510028)","(120011)","5","(29)","(16)","(510029)","(120012)","0","(0)","(0)","(0)","(0)"
"10000009","10000009","10000000","9","87","98011601","1415315","0","98009214","1416138","0","0","0","0","2","1403200001","15","1000015","3000015","9000015","1","2","2","495000","1","12","12","396000","1","11","11","99000","1","0","0","0","1555200","60","0","6","(5000112)","(1)","(5000103)","(0)","5","(28)","(18)","(510028)","(120011)","5","(29)","(18)","(510029)","(120012)","0","(0)","(0)","(0)","(0)"
"10000010","10000010","10000000","10","99","98011701","1415316","0","98011005","1415317","0","98011006","1415318","0","2","1403200001","16","1000016","3000016","9000016","1","2","2","650000","1","12","12","520000","1","11","11","130000","1","0","0","0","1641600","60","0","6","(5000113)","(1)","(5000103)","(0)","5","(28)","(20)","(510028)","(120011)","5","(29)","(20)","(510029)","(120012)","0","(0)","(0)","(0)","(0)"
"10000011","10000011","10000000","11","110","98011007","1415319","0","98011008","1415320","0","98009215","1416139","0","2","1403200001","17","1000017","3000017","9000017","1","2","2","750000","1","12","12","600000","1","11","11","150000","1","0","0","0","1728000","60","0","6","(5000114)","(1)","(5000103)","(0)","5","(28)","(22)","(510028)","(120011)","5","(29)","(22)","(510029)","(120012)","0","(0)","(0)","(0)","(0)"
"10000012","10000012","10000000","12","123","98011801","1415321","0","0","0","0","0","0","0","2","1403200001","20","1000018","3000018","9000018","1","2","2","1500000","1","12","12","1200000","1","11","11","300000","1","0","0","0","1814400","60","0","6","(5000115)","(1)","(5000103)","(0)","5","(28)","(24)","(510028)","(120011)","5","(29)","(24)","(510029)","(120012)","0","(0)","(0)","(0)","(0)"
"10000013","10000013","10000000","13","135","98011901","1415364","0","0","0","0","0","0","0","2","1403200001","25","1000019","3000019","9000019","1","2","2","2500000","1","12","12","2000000","1","11","11","500000","1","0","0","0","1900800","60","0","6","(5000116)","(1)","(5000103)","(0)","5","(28)","(28)","(510028)","(120011)","5","(29)","(28)","(510029)","(120012)","0","(0)","(0)","(0)","(0)"
