"Name","OptionId","AttributeType","OptionGradeRate01","OptionGradeRate02","OptionGradeRate03","OptionGradeRate04","OptionGradeRate05","OptionGradeRate06","OptionGradeRate07","OptionGradeRate08","OptionGradeRate09","OptionGradeRate10","OptionGradeValue01","OptionGradeValue02","OptionGradeValue03","OptionGradeValue04","OptionGradeValue05","OptionGradeValue06","OptionGradeValue07","OptionGradeValue08","OptionGradeValue09","OptionGradeValue10","OptionGradeValue11","OptionGradeValue12","OptionGradeValue13","OptionGradeValue14","OptionGradeValue15","OptionGradeValue16","OptionGradeValue17","OptionGradeValue18","OptionGradeValue19","OptionGradeValue20","OptionGradeValue21","OptionGradeValue22","OptionGradeValue23","OptionGradeValue24","OptionGradeValue25","OptionGradeValue26","OptionGradeValue27","OptionGradeValue28","OptionGradeValue29","OptionGradeValue30","OptionGradeValue31","OptionGradeValue32","OptionGradeValue33","OptionGradeValue34","OptionGradeValue35","OptionGradeValue36","OptionGradeValue37","OptionGradeValue38","OptionGradeValue39","OptionGradeValue40","OptionGradeValue41","OptionGradeValue42","OptionGradeValue43","OptionGradeValue44","OptionGradeValue45","OptionGradeValue46","OptionGradeValue47","OptionGradeValue48","OptionGradeValue49","OptionGradeValue50","AttributeGrade"
"11016","11016","47","0","2250","2250","2125","2125","500","500","200","50","0","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","9","9","9","9","9","9","9","9","9","9","21","21","21","21","21","27","27","27","27","27","27","27","27","27","27","0"
"11017","11017","48","0","2250","2250","2125","2125","500","500","200","50","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11018","11018","49","0","2250","2250","2125","2125","500","500","200","50","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11019","11019","50","0","2250","2250","2125","2125","500","500","200","50","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11020","11020","51","0","2250","2250","2125","2125","500","500","200","50","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11021","11021","52","0","2250","2250","2125","2125","500","500","200","50","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11022","11022","53","0","2250","2250","2125","2125","500","500","200","50","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11023","11023","119","0","2250","2250","2125","2125","500","500","200","50","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11024","11024","120","0","2250","2250","2125","2125","500","500","200","50","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11025","11025","82","0","2250","2250","2125","2125","500","500","200","50","0","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","75","75","75","75","75","75","75","75","75","75","150","150","150","150","150","150","150","150","150","150","345","345","345","345","345","450","450","450","450","450","450","450","450","450","450","0"
"11026","11026","89","0","2250","2250","2125","2125","500","500","200","50","0","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","75","75","75","75","75","75","75","75","75","75","150","150","150","150","150","150","150","150","150","150","345","345","345","345","345","450","450","450","450","450","450","450","450","450","450","0"
"11027","11027","88","0","2250","2250","2125","2125","500","500","200","50","0","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","75","75","75","75","75","75","75","75","75","75","150","150","150","150","150","150","150","150","150","150","345","345","345","345","345","450","450","450","450","450","450","450","450","450","450","0"
"11028","11028","159","0","2250","2250","2125","2125","500","500","200","50","0","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","9","9","9","9","9","9","9","9","9","9","21","21","21","21","21","27","27","27","27","27","27","27","27","27","27","0"
"11101","11101","30","0","2250","2250","2125","2125","500","500","200","50","0","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","6","6","6","6","6","6","6","6","6","6","12","12","12","12","12","12","12","12","12","12","28","28","28","28","28","36","36","36","36","36","36","36","36","36","36","0"
"11102","11102","31","0","2250","2250","2125","2125","500","500","200","50","0","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","6","6","6","6","6","6","6","6","6","6","12","12","12","12","12","12","12","12","12","12","28","28","28","28","28","36","36","36","36","36","36","36","36","36","36","0"
"11103","11103","32","0","2250","2250","2125","2125","500","500","200","50","0","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","18","18","18","18","18","18","18","18","18","18","36","36","36","36","36","36","36","36","36","36","83","83","83","83","83","108","108","108","108","108","108","108","108","108","108","0"
"11104","11104","33","0","2250","2250","2125","2125","500","500","200","50","0","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","18","18","18","18","18","18","18","18","18","18","36","36","36","36","36","36","36","36","36","36","83","83","83","83","83","108","108","108","108","108","108","108","108","108","108","0"
"11105","11105","34","0","2250","2250","2125","2125","500","500","200","50","0","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","24","24","24","24","24","24","24","24","24","24","48","48","48","48","48","48","48","48","48","48","110","110","110","110","110","144","144","144","144","144","144","144","144","144","144","0"
"11106","11106","35","0","2250","2250","2125","2125","500","500","200","50","0","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","24","24","24","24","24","24","24","24","24","24","48","48","48","48","48","48","48","48","48","48","110","110","110","110","110","144","144","144","144","144","144","144","144","144","144","0"
"11107","11107","38","0","2250","2250","2125","2125","500","500","200","50","0","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","6","6","6","6","6","6","6","6","6","6","12","12","12","12","12","12","12","12","12","12","28","28","28","28","28","36","36","36","36","36","36","36","36","36","36","0"
"11108","11108","39","0","2250","2250","2125","2125","500","500","200","50","0","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","6","6","6","6","6","6","6","6","6","6","12","12","12","12","12","12","12","12","12","12","28","28","28","28","28","36","36","36","36","36","36","36","36","36","36","0"
"11109","11109","40","0","2250","2250","2125","2125","500","500","200","50","0","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","7","7","7","7","7","7","7","7","7","7","15","15","15","15","15","15","15","15","15","15","35","35","35","35","35","45","45","45","45","45","45","45","45","45","45","0"
"11110","11110","41","0","2250","2250","2125","2125","500","500","200","50","0","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","9","9","9","9","9","9","9","9","9","9","18","18","18","18","18","18","18","18","18","18","41","41","41","41","41","54","54","54","54","54","54","54","54","54","54","0"
"11111","11111","42","0","2250","2250","2125","2125","500","500","200","50","0","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","7","7","7","7","7","7","7","7","7","7","15","15","15","15","15","15","15","15","15","15","35","35","35","35","35","45","45","45","45","45","45","45","45","45","45","0"
"11112","11112","43","0","2250","2250","2125","2125","500","500","200","50","0","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","9","9","9","9","9","9","9","9","9","9","18","18","18","18","18","18","18","18","18","18","41","41","41","41","41","54","54","54","54","54","54","54","54","54","54","0"
"11113","11113","44","0","2250","2250","2125","2125","500","500","200","50","0","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","7","7","7","7","7","7","7","7","7","7","15","15","15","15","15","15","15","15","15","15","35","35","35","35","35","45","45","45","45","45","45","45","45","45","45","0"
"11114","11114","45","0","2250","2250","2125","2125","500","500","200","50","0","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","7","7","7","7","7","7","7","7","7","7","15","15","15","15","15","15","15","15","15","15","35","35","35","35","35","45","45","45","45","45","45","45","45","45","45","0"
"11115","11115","46","0","2250","2250","2125","2125","500","500","200","50","0","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","9","9","9","9","9","9","9","9","9","9","21","21","21","21","21","27","27","27","27","27","27","27","27","27","27","0"
"11116","11116","47","0","2250","2250","2125","2125","500","500","200","50","0","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","9","9","9","9","9","9","9","9","9","9","21","21","21","21","21","27","27","27","27","27","27","27","27","27","27","0"
"11117","11117","48","0","2250","2250","2125","2125","500","500","200","50","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11118","11118","49","0","2250","2250","2125","2125","500","500","200","50","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11119","11119","50","0","2250","2250","2125","2125","500","500","200","50","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11120","11120","51","0","2250","2250","2125","2125","500","500","200","50","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11121","11121","52","0","2250","2250","2125","2125","500","500","200","50","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11122","11122","53","0","2250","2250","2125","2125","500","500","200","50","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11123","11123","119","0","2250","2250","2125","2125","500","500","200","50","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11124","11124","120","0","2250","2250","2125","2125","500","500","200","50","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11125","11125","82","0","2250","2250","2125","2125","500","500","200","50","0","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","75","75","75","75","75","75","75","75","75","75","150","150","150","150","150","150","150","150","150","150","345","345","345","345","345","450","450","450","450","450","450","450","450","450","450","0"
"11126","11126","89","0","2250","2250","2125","2125","500","500","200","50","0","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","75","75","75","75","75","75","75","75","75","75","150","150","150","150","150","150","150","150","150","150","345","345","345","345","345","450","450","450","450","450","450","450","450","450","450","0"
"11127","11127","88","0","2250","2250","2125","2125","500","500","200","50","0","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","75","75","75","75","75","75","75","75","75","75","150","150","150","150","150","150","150","150","150","150","345","345","345","345","345","450","450","450","450","450","450","450","450","450","450","0"
"11128","11128","159","0","2250","2250","2125","2125","500","500","200","50","0","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","9","9","9","9","9","9","9","9","9","9","21","21","21","21","21","27","27","27","27","27","27","27","27","27","27","0"
"11201","11201","30","0","2250","2250","2125","2125","500","500","200","50","0","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","6","6","6","6","6","6","6","6","6","6","12","12","12","12","12","12","12","12","12","12","28","28","28","28","28","36","36","36","36","36","36","36","36","36","36","0"
"11202","11202","31","0","2250","2250","2125","2125","500","500","200","50","0","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","6","6","6","6","6","6","6","6","6","6","12","12","12","12","12","12","12","12","12","12","28","28","28","28","28","36","36","36","36","36","36","36","36","36","36","0"
"11203","11203","32","0","2250","2250","2125","2125","500","500","200","50","0","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","18","18","18","18","18","18","18","18","18","18","36","36","36","36","36","36","36","36","36","36","83","83","83","83","83","108","108","108","108","108","108","108","108","108","108","0"
"11204","11204","33","0","2250","2250","2125","2125","500","500","200","50","0","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","18","18","18","18","18","18","18","18","18","18","36","36","36","36","36","36","36","36","36","36","83","83","83","83","83","108","108","108","108","108","108","108","108","108","108","0"
"11205","11205","34","0","2250","2250","2125","2125","500","500","200","50","0","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","24","24","24","24","24","24","24","24","24","24","48","48","48","48","48","48","48","48","48","48","110","110","110","110","110","144","144","144","144","144","144","144","144","144","144","0"
"11206","11206","35","0","2250","2250","2125","2125","500","500","200","50","0","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","24","24","24","24","24","24","24","24","24","24","48","48","48","48","48","48","48","48","48","48","110","110","110","110","110","144","144","144","144","144","144","144","144","144","144","0"
"11207","11207","38","0","2250","2250","2125","2125","500","500","200","50","0","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","6","6","6","6","6","6","6","6","6","6","12","12","12","12","12","12","12","12","12","12","28","28","28","28","28","36","36","36","36","36","36","36","36","36","36","0"
"11208","11208","39","0","2250","2250","2125","2125","500","500","200","50","0","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","6","6","6","6","6","6","6","6","6","6","12","12","12","12","12","12","12","12","12","12","28","28","28","28","28","36","36","36","36","36","36","36","36","36","36","0"
"11209","11209","40","0","2250","2250","2125","2125","500","500","200","50","0","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","7","7","7","7","7","7","7","7","7","7","15","15","15","15","15","15","15","15","15","15","35","35","35","35","35","45","45","45","45","45","45","45","45","45","45","0"
"11210","11210","41","0","2250","2250","2125","2125","500","500","200","50","0","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","9","9","9","9","9","9","9","9","9","9","18","18","18","18","18","18","18","18","18","18","41","41","41","41","41","54","54","54","54","54","54","54","54","54","54","0"
"11211","11211","42","0","2250","2250","2125","2125","500","500","200","50","0","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","7","7","7","7","7","7","7","7","7","7","15","15","15","15","15","15","15","15","15","15","35","35","35","35","35","45","45","45","45","45","45","45","45","45","45","0"
"11212","11212","43","0","2250","2250","2125","2125","500","500","200","50","0","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","9","9","9","9","9","9","9","9","9","9","18","18","18","18","18","18","18","18","18","18","41","41","41","41","41","54","54","54","54","54","54","54","54","54","54","0"
"11213","11213","44","0","2250","2250","2125","2125","500","500","200","50","0","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","7","7","7","7","7","7","7","7","7","7","15","15","15","15","15","15","15","15","15","15","35","35","35","35","35","45","45","45","45","45","45","45","45","45","45","0"
"11214","11214","45","0","2250","2250","2125","2125","500","500","200","50","0","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","7","7","7","7","7","7","7","7","7","7","15","15","15","15","15","15","15","15","15","15","35","35","35","35","35","45","45","45","45","45","45","45","45","45","45","0"
"11215","11215","46","0","2250","2250","2125","2125","500","500","200","50","0","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","9","9","9","9","9","9","9","9","9","9","21","21","21","21","21","27","27","27","27","27","27","27","27","27","27","0"
"11216","11216","47","0","2250","2250","2125","2125","500","500","200","50","0","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","9","9","9","9","9","9","9","9","9","9","21","21","21","21","21","27","27","27","27","27","27","27","27","27","27","0"
"11217","11217","48","0","2250","2250","2125","2125","500","500","200","50","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11218","11218","49","0","2250","2250","2125","2125","500","500","200","50","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11219","11219","50","0","2250","2250","2125","2125","500","500","200","50","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11220","11220","51","0","2250","2250","2125","2125","500","500","200","50","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11221","11221","52","0","2250","2250","2125","2125","500","500","200","50","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11222","11222","53","0","2250","2250","2125","2125","500","500","200","50","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11223","11223","119","0","2250","2250","2125","2125","500","500","200","50","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11224","11224","120","0","2250","2250","2125","2125","500","500","200","50","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11225","11225","82","0","2250","2250","2125","2125","500","500","200","50","0","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","75","75","75","75","75","75","75","75","75","75","150","150","150","150","150","150","150","150","150","150","345","345","345","345","345","450","450","450","450","450","450","450","450","450","450","0"
"11226","11226","89","0","2250","2250","2125","2125","500","500","200","50","0","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","75","75","75","75","75","75","75","75","75","75","150","150","150","150","150","150","150","150","150","150","345","345","345","345","345","450","450","450","450","450","450","450","450","450","450","0"
"11227","11227","88","0","2250","2250","2125","2125","500","500","200","50","0","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","75","75","75","75","75","75","75","75","75","75","150","150","150","150","150","150","150","150","150","150","345","345","345","345","345","450","450","450","450","450","450","450","450","450","450","0"
"11228","11228","159","0","2250","2250","2125","2125","500","500","200","50","0","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","9","9","9","9","9","9","9","9","9","9","21","21","21","21","21","27","27","27","27","27","27","27","27","27","27","0"
"11301","11301","30","0","2250","2250","2160","2160","500","500","150","30","0","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","6","6","6","6","6","6","6","6","6","6","12","12","12","12","12","12","12","12","12","12","28","28","28","28","28","36","36","36","36","36","36","36","36","36","36","0"
"11302","11302","31","0","2250","2250","2160","2160","500","500","150","30","0","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","6","6","6","6","6","6","6","6","6","6","12","12","12","12","12","12","12","12","12","12","28","28","28","28","28","36","36","36","36","36","36","36","36","36","36","0"
"11303","11303","32","0","2250","2250","2160","2160","500","500","150","30","0","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","18","18","18","18","18","18","18","18","18","18","36","36","36","36","36","36","36","36","36","36","83","83","83","83","83","108","108","108","108","108","108","108","108","108","108","0"
"11304","11304","33","0","2250","2250","2160","2160","500","500","150","30","0","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","18","18","18","18","18","18","18","18","18","18","36","36","36","36","36","36","36","36","36","36","83","83","83","83","83","108","108","108","108","108","108","108","108","108","108","0"
"11305","11305","34","0","2250","2250","2160","2160","500","500","150","30","0","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","24","24","24","24","24","24","24","24","24","24","48","48","48","48","48","48","48","48","48","48","110","110","110","110","110","144","144","144","144","144","144","144","144","144","144","0"
"11306","11306","35","0","2250","2250","2160","2160","500","500","150","30","0","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","24","24","24","24","24","24","24","24","24","24","48","48","48","48","48","48","48","48","48","48","110","110","110","110","110","144","144","144","144","144","144","144","144","144","144","0"
"11307","11307","38","0","2250","2250","2160","2160","500","500","150","30","0","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","6","6","6","6","6","6","6","6","6","6","12","12","12","12","12","12","12","12","12","12","28","28","28","28","28","36","36","36","36","36","36","36","36","36","36","0"
"11308","11308","39","0","2250","2250","2160","2160","500","500","150","30","0","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","6","6","6","6","6","6","6","6","6","6","12","12","12","12","12","12","12","12","12","12","28","28","28","28","28","36","36","36","36","36","36","36","36","36","36","0"
"11309","11309","40","0","2250","2250","2160","2160","500","500","150","30","0","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","7","7","7","7","7","7","7","7","7","7","15","15","15","15","15","15","15","15","15","15","35","35","35","35","35","45","45","45","45","45","45","45","45","45","45","0"
"11310","11310","41","0","2250","2250","2160","2160","500","500","150","30","0","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","9","9","9","9","9","9","9","9","9","9","18","18","18","18","18","18","18","18","18","18","41","41","41","41","41","54","54","54","54","54","54","54","54","54","54","0"
"11311","11311","42","0","2250","2250","2160","2160","500","500","150","30","0","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","7","7","7","7","7","7","7","7","7","7","15","15","15","15","15","15","15","15","15","15","35","35","35","35","35","45","45","45","45","45","45","45","45","45","45","0"
"11312","11312","43","0","2250","2250","2160","2160","500","500","150","30","0","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","9","9","9","9","9","9","9","9","9","9","18","18","18","18","18","18","18","18","18","18","41","41","41","41","41","54","54","54","54","54","54","54","54","54","54","0"
"11313","11313","44","0","2250","2250","2160","2160","500","500","150","30","0","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","7","7","7","7","7","7","7","7","7","7","15","15","15","15","15","15","15","15","15","15","35","35","35","35","35","45","45","45","45","45","45","45","45","45","45","0"
"11314","11314","45","0","2250","2250","2160","2160","500","500","150","30","0","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","7","7","7","7","7","7","7","7","7","7","15","15","15","15","15","15","15","15","15","15","35","35","35","35","35","45","45","45","45","45","45","45","45","45","45","0"
"11315","11315","46","0","2250","2250","2160","2160","500","500","150","30","0","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","9","9","9","9","9","9","9","9","9","9","21","21","21","21","21","27","27","27","27","27","27","27","27","27","27","0"
"11316","11316","47","0","2250","2250","2160","2160","500","500","150","30","0","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","9","9","9","9","9","9","9","9","9","9","21","21","21","21","21","27","27","27","27","27","27","27","27","27","27","0"
"11317","11317","48","0","2250","2250","2160","2160","500","500","150","30","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11318","11318","49","0","2250","2250","2160","2160","500","500","150","30","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11319","11319","50","0","2250","2250","2160","2160","500","500","150","30","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11320","11320","51","0","2250","2250","2160","2160","500","500","150","30","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11321","11321","52","0","2250","2250","2160","2160","500","500","150","30","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11322","11322","53","0","2250","2250","2160","2160","500","500","150","30","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11323","11323","119","0","2250","2250","2160","2160","500","500","150","30","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11324","11324","120","0","2250","2250","2160","2160","500","500","150","30","0","15","15","15","15","15","15","15","15","15","15","15","15","15","15","15","22","22","22","22","22","22","22","22","22","22","45","45","45","45","45","45","45","45","45","45","104","104","104","104","104","135","135","135","135","135","135","135","135","135","135","0"
"11325","11325","82","0","2250","2250","2160","2160","500","500","150","30","0","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","75","75","75","75","75","75","75","75","75","75","150","150","150","150","150","150","150","150","150","150","345","345","345","345","345","450","450","450","450","450","450","450","450","450","450","0"
"11326","11326","89","0","2250","2250","2160","2160","500","500","150","30","0","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","75","75","75","75","75","75","75","75","75","75","150","150","150","150","150","150","150","150","150","150","345","345","345","345","345","450","450","450","450","450","450","450","450","450","450","0"
"11327","11327","88","0","2250","2250","2160","2160","500","500","150","30","0","50","50","50","50","50","50","50","50","50","50","50","50","50","50","50","75","75","75","75","75","75","75","75","75","75","150","150","150","150","150","150","150","150","150","150","345","345","345","345","345","450","450","450","450","450","450","450","450","450","450","0"
"11328","11328","159","0","2250","2250","2160","2160","500","500","150","30","0","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","9","9","9","9","9","9","9","9","9","9","21","21","21","21","21","27","27","27","27","27","27","27","27","27","27","0"
"11401","11401","30","0","2250","2250","2160","2160","500","500","150","30","0","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","9","9","9","9","9","9","9","9","9","9","18","18","18","18","18","18","18","18","18","18","40","40","40","40","40","48","48","48","48","48","48","48","48","48","48","0"
