"Name","MailPresetId","MailTablNo","MailTextTemplate","MailTextReferValue","IsReward","FunctionType","FunctionText","MailTitleSId","MaiSubTitleSId","MailTextSId","RewardType1","RewardTypeSub1","RewardValue1","RewardType2","RewardTypeSub2","RewardValue2","RewardType3","RewardTypeSub3","RewardValue3","RewardType4","RewardTypeSub4","RewardValue4","RewardType5","RewardTypeSub5","RewardValue5","RewardType6","RewardTypeSub6","RewardValue6","RewardType7","RewardTypeSub7","RewardValue7","RewardType8","RewardTypeSub8","RewardValue8","RewardType9","RewardTypeSub9","RewardValue9","RewardType10","RewardTypeSub10","RewardValue10","RewardType11","RewardTypeSub11","RewardValue11","RewardType12","RewardTypeSub12","RewardValue12","RewardType13","RewardTypeSub13","RewardValue13","RewardType14","RewardTypeSub14","RewardValue14","RewardType15","RewardTypeSub15","RewardValue15","RewardType16","RewardTypeSub16","RewardValue16","RewardType17","RewardTypeSub17","RewardValue17","RewardType18","RewardTypeSub18","RewardValue18","RewardType19","RewardTypeSub19","RewardValue19","RewardType20","RewardTypeSub20","RewardValue20","MailRetentionReriod","Mail_R&R_Del_Time","ServerLogEventType"
"26108","26108","2","1","0","0","0","0","36108","37108","38108","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"26109","26109","2","1","0","0","0","0","36109","37109","38109","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"26110","26110","5","1","INSTANCE_DUNGEON_INFO.Name","0","0","0","26110","26220","26330","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"26111","26111","5","1","INSTANCE_DUNGEON_INFO.Name","0","0","0","26111","26222","26333","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","86400","86400","13801"
"26201","26201","2","1","0","0","0","0","36201","37201","38201","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"26202","26202","2","1","0","1","0","104","36202","37202","38202","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","86400","13834"
"27001","27001","2","1","0","1","0","104","5","1005","2005","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"27501","27501","3","1","0","0","0","0","390001","390102","390202","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"27502","27502","3","1","0","0","0","0","390001","390102","390203","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"27503","27503","3","1","0","0","0","0","390001","390103","390204","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"27504","27504","3","1","0","0","0","0","390001","390103","390205","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"25601","25601","3","1","0","0","0","0","46001","47001","48001","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"25602","25602","3","4","0","0","0","0","46001","47002","48002","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"25603","25603","3","4","0","0","0","0","46001","47003","48003","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
"25604","25604","3","3","0","0","0","0","46001","47004","48004","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","0","(0)","(0)","259200","86400","13801"
